COD_ZONA,VIAGENS_ATRAIDAS_POR_MOTIVO,QTD
80,Lazer,4014.0111754228565
80,Procurar Emprego,127.12131362503952
80,Assuntos Pessoais,4646.79542075887
80,Refeição,4681.813273927551
81,Trabalho Indústria,6646.366418625704
81,Trabalho Comércio,10544.604435909207
81,Trabalho Serviços,47294.48273717589
81,Educação,4224.330520099869
81,Compras,3723.846199230329
81,Saúde,3165.7545442276396
81,Lazer,2596.1083591276342
81,Procurar Emprego,86.21931358503475
81,Assuntos Pessoais,2910.792275715065
81,Refeição,6563.015459555228
82,Trabalho Indústria,8890.638584022001
82,Trabalho Comércio,19506.7050118891
82,Trabalho Serviços,80880.69115185345
82,Educação,14626.947686613068
82,Compras,4995.823402095906
82,Saúde,3947.5651440073557
82,Lazer,11362.229892434712
82,Procurar Emprego,2293.853490598713
82,Assuntos Pessoais,4321.517999820062
82,Refeição,13531.050927863467
83,Trabalho Indústria,6147.0559340499385
83,Trabalho Comércio,6123.788839554644
83,Trabalho Serviços,40078.868327988705
83,Educação,18041.599192039663
83,Compras,2596.9277511391924
83,Saúde,2000.9530449836163
83,Lazer,4161.407719818983
83,Procurar Emprego,173.12872580074242
83,Assuntos Pessoais,6118.340620184834
83,Refeição,4764.541751326808
84,Trabalho Indústria,1347.235391366865
84,Trabalho Comércio,2527.9948071354884
84,Trabalho Serviços,18775.904225277933
84,Educação,17850.839558338736
84,Compras,2960.763120711849
84,Saúde,1643.1075420421314
84,Lazer,2228.115937962934
84,Procurar Emprego,179.70136430595682
84,Assuntos Pessoais,4538.045537695617
84,Refeição,2653.6737393894505
85,Trabalho Indústria,1285.719663124722
85,Trabalho Comércio,209.42397228261805
85,Trabalho Serviços,9096.33051544603
85,Educação,5111.299100221879
85,Compras,632.9204743014211
85,Saúde,1286.1870753352462
85,Lazer,1812.0776335447663
85,Procurar Emprego,0
85,Assuntos Pessoais,769.3414184730701
85,Refeição,146.40956769642938
86,Trabalho Indústria,262.49381060518846
86,Trabalho Comércio,819.6177478525166
86,Trabalho Serviços,4410.468741200414
86,Educação,1901.5576369974337
86,Compras,306.04498764535896
86,Saúde,598.1262893306061
86,Lazer,833.0495017859429
86,Procurar Emprego,0
86,Assuntos Pessoais,987.0397010999944
86,Refeição,127.72941485010895
87,Trabalho Indústria,3127.986207216791
87,Trabalho Comércio,1418.1714186172014
87,Trabalho Serviços,15315.243394919124
87,Educação,10890.244152779194
87,Compras,2895.233206388825
87,Saúde,2266.8909424244866
87,Lazer,3081.225407952005
87,Procurar Emprego,72.8510868478388
87,Assuntos Pessoais,4748.161563218682
87,Refeição,785.0896959663818
88,Trabalho Indústria,4313.118860817076
88,Trabalho Comércio,5437.145154387483
88,Trabalho Serviços,42657.00434274406
88,Educação,21898.901614537954
88,Compras,4423.033802250095
88,Saúde,6039.7926071707
88,Lazer,7972.354431258268
88,Procurar Emprego,0
88,Assuntos Pessoais,9110.930127004174
88,Refeição,2759.7384699810473
89,Trabalho Indústria,967.0410146962063
89,Trabalho Comércio,925.9514007523827
89,Trabalho Serviços,7838.606186109144
89,Educação,3650.3333031304874
89,Compras,676.5993957682304
89,Saúde,1980.6009515264368
89,Lazer,1134.9669196287668
89,Procurar Emprego,0
89,Assuntos Pessoais,2790.3335438115787
89,Refeição,881.2909207470213
90,Trabalho Indústria,1791.5923339818355
90,Trabalho Comércio,1997.7607358128553
90,Trabalho Serviços,14042.646330143825
90,Educação,8740.008809520396
90,Compras,2951.314785965584
90,Saúde,2593.1817437733034
90,Lazer,7011.073761420676
90,Procurar Emprego,0
90,Assuntos Pessoais,4522.166216955989
90,Refeição,1409.4479793434834
91,Trabalho Indústria,6023.7158360683125
91,Trabalho Comércio,6706.263332935543
91,Trabalho Serviços,19880.969068036095
91,Educação,22201.607846386156
91,Compras,3150.7185133326
91,Saúde,148.01625689882275
91,Lazer,760.3403369834455
91,Procurar Emprego,808.6381937965524
91,Assuntos Pessoais,1183.9875538159895
91,Refeição,1450.9779763498204
92,Trabalho Indústria,2284.705451774614
92,Trabalho Comércio,997.7885533799445
92,Trabalho Serviços,19350.16211389984
92,Educação,798.1768678448911
92,Compras,33.52052583285146
92,Saúde,159.69296276544665
92,Lazer,632.3646551644227
92,Procurar Emprego,108.17943335721846
92,Assuntos Pessoais,2819.0548802016847
92,Refeição,3629.2267348254027
93,Trabalho Indústria,3640.3502489243356
93,Trabalho Comércio,3199.685110948432
93,Trabalho Serviços,36444.451656531826
93,Educação,58915.48682490151
93,Compras,2882.4511786568673
93,Saúde,1935.1380025331755
93,Lazer,2862.5036026519115
93,Procurar Emprego,362.3901471760976
93,Assuntos Pessoais,5634.404316313717
93,Refeição,2807.886015489802
94,Trabalho Indústria,931.5102108562213
94,Trabalho Comércio,3936.5144792983247
94,Trabalho Serviços,24093.700179036012
94,Educação,8030.589838577434
94,Compras,2716.006059002365
94,Saúde,1045.4473168967438
94,Lazer,4998.052559522906
94,Procurar Emprego,0
94,Assuntos Pessoais,2974.5454106465118
94,Refeição,4946.625558218075
95,Trabalho Indústria,1316.947117616036
95,Trabalho Comércio,1162.760291286515
95,Trabalho Serviços,18054.193760548715
95,Educação,15471.069077628425
95,Compras,1305.3957581084985
95,Saúde,1386.2950066946062
95,Lazer,1559.2592824508258
95,Procurar Emprego,0
95,Assuntos Pessoais,1908.7772145139359
95,Refeição,246.6172954710393
96,Trabalho Indústria,2297.786368097666
96,Trabalho Comércio,1151.194778930257
96,Trabalho Serviços,15133.483483275235
96,Educação,9219.373710263144
96,Compras,1156.518690069614
96,Saúde,1135.1050994183577
96,Lazer,1006.9584943604528
96,Procurar Emprego,0
96,Assuntos Pessoais,1909.9903872253294
96,Refeição,750.4213374202158
97,Trabalho Indústria,933.5271847219552
97,Trabalho Comércio,2495.554645862967
97,Trabalho Serviços,18520.993362353118
97,Educação,6656.862737826591
97,Compras,1558.676941460324
97,Saúde,5406.363807683342
97,Lazer,4105.61980319829
97,Procurar Emprego,0
97,Assuntos Pessoais,2067.7684940494837
97,Refeição,1634.9776766114583
98,Trabalho Indústria,3689.2190341316664
98,Trabalho Comércio,1611.2578693328453
98,Trabalho Serviços,5396.7555448013245
98,Educação,1972.0410795984728
98,Compras,1477.018129205791
98,Saúde,299.7044767515196
98,Lazer,906.6281747322871
98,Procurar Emprego,11.599957193131063
98,Assuntos Pessoais,249.78968890437457
98,Refeição,258.4379124980271
99,Trabalho Indústria,7837.951121358392
99,Trabalho Comércio,2075.180701438857
99,Trabalho Serviços,21687.401469293014
99,Educação,2900.4557908108654
99,Compras,2348.9142815958808
99,Saúde,606.9548659269212
99,Lazer,1723.3364888711299
99,Procurar Emprego,482.08051331819195
99,Assuntos Pessoais,2348.798927522812
99,Refeição,1468.4013572013046
100,Trabalho Indústria,4882.540007860398
100,Trabalho Comércio,12968.711831373337
100,Trabalho Serviços,46854.17622708846
100,Educação,29716.911603501077
100,Compras,9408.878459594243
100,Saúde,11404.991278002324
100,Lazer,9363.79858988856
100,Procurar Emprego,1709.2983987673908
100,Assuntos Pessoais,18440.713764855154
100,Refeição,4911.110885740883
101,Trabalho Indústria,746.0476520900843
101,Trabalho Comércio,1387.928647510003
101,Trabalho Serviços,19224.584316247667
101,Educação,9593.977018552469
101,Compras,2166.4698118246697
101,Saúde,3675.3295343930877
101,Lazer,3604.8377759548316
101,Procurar Emprego,0
101,Assuntos Pessoais,5466.074007156149
101,Refeição,1049.3523351072995
102,Trabalho Indústria,369.36833031027004
102,Trabalho Comércio,1837.65907173
102,Trabalho Serviços,12529.17315598428
102,Educação,7131.510189778488
102,Compras,1424.1182753855865
102,Saúde,3812.2888560100696
102,Lazer,1951.7797990826252
102,Procurar Emprego,222.67977520774218
102,Assuntos Pessoais,2308.970738973939
102,Refeição,587.5757865182138
103,Trabalho Indústria,142.20441171680136
103,Trabalho Comércio,126.8148422601037
103,Trabalho Serviços,3918.3484649186667
103,Educação,2801.8863130959203
103,Compras,521.0596809074905
103,Saúde,1332.222158542702
103,Lazer,678.2547544830019
103,Procurar Emprego,10.47984036812841
103,Assuntos Pessoais,2055.8942461819524
103,Refeição,5.504109644704907
104,Trabalho Indústria,1568.649914748081
104,Trabalho Comércio,338.82513064168836
104,Trabalho Serviços,4544.636776156149
104,Educação,8264.642492207477
104,Compras,1015.8824933466781
104,Saúde,383.83880086913143
104,Lazer,960.4435964047623
104,Procurar Emprego,0
104,Assuntos Pessoais,769.3352436702236
104,Refeição,0
105,Trabalho Indústria,1227.3234495687923
105,Trabalho Comércio,5017.439511979766
105,Trabalho Serviços,21702.85282269772
105,Educação,10915.984054676463
105,Compras,2033.7349468576288
105,Saúde,2012.0144045346758
105,Lazer,1271.3650837214116
105,Procurar Emprego,242.02620696498406
105,Assuntos Pessoais,2963.9715906372453
105,Refeição,1212.360747954755
106,Trabalho Indústria,567.2094389455101
106,Trabalho Comércio,14709.597680276838
106,Trabalho Serviços,11402.372102818785
106,Educação,1203.6367876650368
106,Compras,1367.4438388398548
106,Saúde,74.28189217275464
106,Lazer,0
106,Procurar Emprego,101.3424294518675
106,Assuntos Pessoais,1440.1912743322177
106,Refeição,726.0947948570275
107,Trabalho Indústria,855.4699266001193
107,Trabalho Comércio,3660.2811727035332
107,Trabalho Serviços,18288.541819602164
107,Educação,21011.625268863936
107,Compras,572.4626572359837
107,Saúde,264.0015617406236
107,Lazer,1951.435164747134
107,Procurar Emprego,0
107,Assuntos Pessoais,1604.3451267774842
107,Refeição,2119.4800571745345
108,Trabalho Indústria,474.20046943157564
108,Trabalho Comércio,6294.662053170016
108,Trabalho Serviços,13049.01722013936
108,Educação,1687.2405805699075
108,Compras,2973.808987749994
108,Saúde,202.07028053384738
108,Lazer,252.3044360746618
108,Procurar Emprego,0
108,Assuntos Pessoais,1008.887710663319
108,Refeição,197.45937921181985
109,Trabalho Indústria,12799.484061623087
109,Trabalho Comércio,16582.240295002866
109,Trabalho Serviços,57292.66584746111
109,Educação,69178.5231703098
109,Compras,7070.229981779928
109,Saúde,6969.516786695987
109,Lazer,4657.07639674933
109,Procurar Emprego,968.2956692184877
109,Assuntos Pessoais,5174.167893954411
109,Refeição,1367.6216787172111
110,Trabalho Indústria,3103.3984816357492
110,Trabalho Comércio,7785.2686707117045
110,Trabalho Serviços,30089.001163992005
110,Educação,32438.951205125635
110,Compras,5184.248345310106
110,Saúde,2881.6956746547976
110,Lazer,2406.0988813054087
110,Procurar Emprego,0
110,Assuntos Pessoais,6885.42618826875
110,Refeição,770.4759244895856
111,Trabalho Indústria,1561.2317654768901
111,Trabalho Comércio,11469.473804383899
111,Trabalho Serviços,26717.916325285245
111,Educação,28582.428156535967
111,Compras,4521.385387966867
111,Saúde,2715.623969088726
111,Lazer,3813.6782328567087
111,Procurar Emprego,0
111,Assuntos Pessoais,4222.453958307457
111,Refeição,531.9462509381191
112,Trabalho Indústria,3814.6482910036784
112,Trabalho Comércio,4147.251901665021
112,Trabalho Serviços,15926.143867999011
112,Educação,19562.853755042594
112,Compras,4938.049377982998
112,Saúde,2663.5354373991972
112,Lazer,2205.007123814662
112,Procurar Emprego,0
112,Assuntos Pessoais,4095.7166292877137
112,Refeição,173.95939985011864
113,Trabalho Indústria,6967.0004767367755
113,Trabalho Comércio,3757.2368581927367
113,Trabalho Serviços,19915.284383764843
113,Educação,18109.739812765063
113,Compras,1546.1779498779674
113,Saúde,2317.894845236446
113,Lazer,1297.152756613769
113,Procurar Emprego,0
113,Assuntos Pessoais,3580.926592081277
113,Refeição,83.45043813303796
114,Trabalho Indústria,0
114,Trabalho Comércio,0
114,Trabalho Serviços,238.7222365598744
114,Educação,0
114,Compras,0
114,Saúde,0
114,Lazer,0
114,Procurar Emprego,0
114,Assuntos Pessoais,0
114,Refeição,0
115,Trabalho Indústria,5357.220427150078
115,Trabalho Comércio,3474.1474754405112
115,Trabalho Serviços,12355.941144843751
115,Educação,34762.49957853646
115,Compras,6498.374525458434
115,Saúde,588.4937754396276
115,Lazer,814.4931106987798
115,Procurar Emprego,0
115,Assuntos Pessoais,6078.339530472783
115,Refeição,0
116,Trabalho Indústria,12588.776425870643
116,Trabalho Comércio,18413.617601232407
116,Trabalho Serviços,60849.28202071822
116,Educação,109329.43781204635
116,Compras,10185.798910319112
116,Saúde,3788.7116515524526
116,Lazer,9397.264876364257
116,Procurar Emprego,561.0715315769685
116,Assuntos Pessoais,14423.769489959566
116,Refeição,61.525915323659895
117,Trabalho Indústria,6021.58135481359
117,Trabalho Comércio,5356.209013400744
117,Trabalho Serviços,15920.065687993576
117,Educação,27878.772623077362
117,Compras,717.9691446437661
117,Saúde,977.9687049532008
117,Lazer,0
117,Procurar Emprego,1016.3352157707749
117,Assuntos Pessoais,2271.6308309423875
117,Refeição,0
118,Trabalho Indústria,2098.2938669975497
118,Trabalho Comércio,2324.6672483694747
118,Trabalho Serviços,6063.981351678273
118,Educação,9555.154392051973
118,Compras,427.72724143731153
118,Saúde,413.53732978639266
118,Lazer,95.04336557313852
118,Procurar Emprego,0
118,Assuntos Pessoais,1076.8869407289471
118,Refeição,0
119,Trabalho Indústria,7011.274377285615
119,Trabalho Comércio,7070.124537604791
119,Trabalho Serviços,21769.569475496617
119,Educação,50213.351437509686
119,Compras,5948.935607758715
119,Saúde,3310.0083306205015
119,Lazer,8037.827249007721
119,Procurar Emprego,0
119,Assuntos Pessoais,8517.907154486074
119,Refeição,0
120,Trabalho Indústria,0
120,Trabalho Comércio,0
120,Trabalho Serviços,0
120,Educação,0
120,Compras,0
120,Saúde,0
120,Lazer,0
120,Procurar Emprego,0
120,Assuntos Pessoais,0
120,Refeição,0
121,Trabalho Indústria,4486.578488259639
121,Trabalho Comércio,6029.749792071661
121,Trabalho Serviços,27459.208374365928
121,Educação,44736.07601981573
121,Compras,2671.4210618062993
121,Saúde,1090.5872531552845
121,Lazer,2294.912484159069
121,Procurar Emprego,0
121,Assuntos Pessoais,5846.394491097044
121,Refeição,0
122,Trabalho Indústria,603.3343390734549
122,Trabalho Comércio,3646.3460109104317
122,Trabalho Serviços,17236.620568832568
122,Educação,31662.58555878846
122,Compras,3286.086409679645
122,Saúde,3881.912696940662
122,Lazer,5464.533477207506
122,Procurar Emprego,865.7300935718217
122,Assuntos Pessoais,6199.823106993356
122,Refeição,94.06299374342751
123,Trabalho Indústria,1030.6673377542545
123,Trabalho Comércio,4790.498744261292
123,Trabalho Serviços,18350.585279217234
123,Educação,38657.02863040172
123,Compras,4006.727416253273
123,Saúde,4427.523661939023
123,Lazer,4516.5176312625445
123,Procurar Emprego,363.7880044839379
123,Assuntos Pessoais,7860.193711726608
123,Refeição,0
124,Trabalho Indústria,3548.78601320056
124,Trabalho Comércio,11174.72517924572
124,Trabalho Serviços,36197.057037119994
124,Educação,53139.95227200305
124,Compras,7547.78430994889
124,Saúde,7056.661230959172
124,Lazer,4028.8864970474333
124,Procurar Emprego,0
124,Assuntos Pessoais,7400.317505455938
124,Refeição,139.60185164715148
125,Trabalho Indústria,6087.84464873784
125,Trabalho Comércio,8133.282508543425
125,Trabalho Serviços,23178.26044131661
125,Educação,27557.508371308053
125,Compras,8149.048740619044
125,Saúde,705.2607419404885
125,Lazer,1645.069446492823
125,Procurar Emprego,685.845285717037
125,Assuntos Pessoais,3576.2218084055166
125,Refeição,425.31815818438025
126,Trabalho Indústria,3848.98134265985
126,Trabalho Comércio,7859.796527707018
126,Trabalho Serviços,21027.907717885948
126,Educação,23720.650787009545
126,Compras,5713.470732978197
126,Saúde,1836.0616422936998
126,Lazer,3233.73658947348
126,Procurar Emprego,608.899075604824
126,Assuntos Pessoais,2922.890208076642
126,Refeição,1100.6730059000474
127,Trabalho Indústria,7809.194447457498
127,Trabalho Comércio,16073.06913852319
127,Trabalho Serviços,28814.065085370392
127,Educação,36657.68760251443
127,Compras,14796.889258178084
127,Saúde,6183.789713953436
127,Lazer,6215.662774964969
127,Procurar Emprego,912.2389004935146
127,Assuntos Pessoais,8920.279940756636
127,Refeição,1761.928649874143
128,Trabalho Indústria,1065.3723246900092
128,Trabalho Comércio,3153.6951748544543
128,Trabalho Serviços,9995.265335992448
128,Educação,10992.896581968795
128,Compras,1185.446483749613
128,Saúde,3595.752491877938
128,Lazer,1401.9164792622091
128,Procurar Emprego,880.4398509206011
128,Assuntos Pessoais,2968.584569520435
128,Refeição,517.8117758535399
129,Trabalho Indústria,1485.1306456208995
129,Trabalho Comércio,5844.259156280871
129,Trabalho Serviços,17546.305050044917
129,Educação,11284.287672323835
129,Compras,3097.016864304582
129,Saúde,11110.16791349601
129,Lazer,2666.1783419428148
129,Procurar Emprego,178.84557837131598
129,Assuntos Pessoais,7794.982010162746
129,Refeição,1711.2126137399464
130,Trabalho Indústria,60.028372630325265
130,Trabalho Comércio,355.8898014878898
130,Trabalho Serviços,5955.684398299539
130,Educação,1338.1302554727104
130,Compras,460.7527773855537
130,Saúde,388.01223061485297
130,Lazer,318.5481590513003
130,Procurar Emprego,30.10992966158444
130,Assuntos Pessoais,754.644600877773
130,Refeição,0
131,Trabalho Indústria,286.3613686184585
131,Trabalho Comércio,1518.8733684564302
131,Trabalho Serviços,14088.973805525482
131,Educação,5387.502883034842
131,Compras,112.46575413347925
131,Saúde,1006.0474423785032
131,Lazer,2664.9475122579142
131,Procurar Emprego,0
131,Assuntos Pessoais,4890.528838898358
131,Refeição,2104.725707398983
132,Trabalho Indústria,240.83916705773018
132,Trabalho Comércio,290.52538153799503
132,Trabalho Serviços,6703.447630792767
132,Educação,3424.5996289017708
132,Compras,0
132,Saúde,2113.651208813021
132,Lazer,1252.1154036793205
132,Procurar Emprego,0
132,Assuntos Pessoais,848.7509550097545
132,Refeição,0
133,Trabalho Indústria,2193.865601552821
133,Trabalho Comércio,9574.21681708665
133,Trabalho Serviços,29240.905967040853
133,Educação,29498.51315403577
133,Compras,5144.551391926202
133,Saúde,5642.861646989871
133,Lazer,3280.270225213465
133,Procurar Emprego,576.8930433173787
133,Assuntos Pessoais,5043.045740649662
133,Refeição,1921.6604433497869
134,Trabalho Indústria,2558.640302141768
134,Trabalho Comércio,3223.15358607377
134,Trabalho Serviços,22743.693583212465
134,Educação,27233.310261687788
134,Compras,3287.254271472103
134,Saúde,2677.9603957871177
134,Lazer,2840.6004419720653
134,Procurar Emprego,0
134,Assuntos Pessoais,7606.55447396573
134,Refeição,521.9252854712433
135,Trabalho Indústria,3586.741192776696
135,Trabalho Comércio,4990.384092325882
135,Trabalho Serviços,33645.58344222664
135,Educação,19268.201429551253
135,Compras,2859.0219821652054
135,Saúde,6508.610957308014
135,Lazer,6947.715916215054
135,Procurar Emprego,0
135,Assuntos Pessoais,4727.186265122979
135,Refeição,1131.548197825781
136,Trabalho Indústria,5929.724318868762
136,Trabalho Comércio,6838.6724358389765
136,Trabalho Serviços,27136.843120272613
136,Educação,30958.172888821435
136,Compras,3470.4633776274773
136,Saúde,1609.2496453503484
136,Lazer,4569.964926753046
136,Procurar Emprego,782.5382117472651
136,Assuntos Pessoais,6871.682883668416
136,Refeição,2104.113003158566
137,Trabalho Indústria,6614.033392904234
137,Trabalho Comércio,13853.156930081896
137,Trabalho Serviços,26397.766340372837
137,Educação,37387.675385156355
137,Compras,1753.4964737387702
137,Saúde,2989.9615942995674
137,Lazer,6218.025271182801
137,Procurar Emprego,140.71570928182493
137,Assuntos Pessoais,9620.18765681974
137,Refeição,1903.4607576397382
138,Trabalho Indústria,3462.607528151107
138,Trabalho Comércio,2435.8356669273676
138,Trabalho Serviços,13410.576625518552
138,Educação,6086.273009714616
138,Compras,3074.2937391290575
138,Saúde,470.77851694817167
138,Lazer,2362.0652867318595
138,Procurar Emprego,0
138,Assuntos Pessoais,949.9594617322576
138,Refeição,2304.307947979415
139,Trabalho Indústria,5383.728771942572
139,Trabalho Comércio,5460.565807461198
139,Trabalho Serviços,15715.557862974827
139,Educação,19767.83842402028
139,Compras,3525.98774466423
139,Saúde,3878.834089759949
139,Lazer,3052.5408748262707
139,Procurar Emprego,0
139,Assuntos Pessoais,4744.494332012741
139,Refeição,1493.8592750360563
140,Trabalho Indústria,3740.694210196575
140,Trabalho Comércio,4746.791258059087
140,Trabalho Serviços,22286.156761477425
140,Educação,45602.43048228459
140,Compras,5030.363511244651
140,Saúde,1362.8319419019936
140,Lazer,2158.7903333662766
140,Procurar Emprego,165.7865996830676
140,Assuntos Pessoais,3130.305535448307
140,Refeição,1601.9606252922479
141,Trabalho Indústria,3393.2109529712156
141,Trabalho Comércio,11805.34165748333
141,Trabalho Serviços,40725.54275014737
141,Educação,75120.18272533658
141,Compras,8284.955794144329
141,Saúde,5317.610529799806
141,Lazer,1698.1824915732632
141,Procurar Emprego,1487.6736391115696
141,Assuntos Pessoais,12132.003119110828
141,Refeição,740.6776296984742
142,Trabalho Indústria,2056.2253674837907
142,Trabalho Comércio,9349.372986727345
142,Trabalho Serviços,27180.668374046105
142,Educação,45378.72833429501
142,Compras,6096.606981484055
142,Saúde,3150.397166947292
142,Lazer,1201.0944438689162
142,Procurar Emprego,297.5210328931256
142,Assuntos Pessoais,3414.7600783118387
142,Refeição,73.64376187070066
143,Trabalho Indústria,0
143,Trabalho Comércio,0
143,Trabalho Serviços,0
143,Educação,0
143,Compras,0
143,Saúde,0
143,Lazer,0
143,Procurar Emprego,0
143,Assuntos Pessoais,0
143,Refeição,0
144,Trabalho Indústria,5618.747997531571
144,Trabalho Comércio,12636.726705352296
144,Trabalho Serviços,49233.1333860802
144,Educação,52534.61366726316
144,Compras,13737.323326787133
144,Saúde,6503.529485088406
144,Lazer,11245.50939564827
144,Procurar Emprego,806.9329463640026
144,Assuntos Pessoais,10784.324107100832
144,Refeição,585.6694402834729
145,Trabalho Indústria,984.4386800507209
145,Trabalho Comércio,322.07091362318937
145,Trabalho Serviços,4182.926996617873
145,Educação,10596.803451730168
145,Compras,219.44997663672632
145,Saúde,246.32571956461828
145,Lazer,2693.745877899412
145,Procurar Emprego,0
145,Assuntos Pessoais,1026.5181017639698
145,Refeição,0
146,Trabalho Indústria,0
146,Trabalho Comércio,0
146,Trabalho Serviços,0
146,Educação,0
146,Compras,0
146,Saúde,0
146,Lazer,0
146,Procurar Emprego,0
146,Assuntos Pessoais,0
146,Refeição,0
147,Trabalho Indústria,5094.05713986456
147,Trabalho Comércio,4965.700188292096
147,Trabalho Serviços,26016.612012243975
147,Educação,20268.24466047814
147,Compras,6134.5528231576955
147,Saúde,119.26623211346528
147,Lazer,5150.165762802374
147,Procurar Emprego,0
147,Assuntos Pessoais,4572.524192839828
147,Refeição,53.32641575382536
148,Trabalho Indústria,3374.0722902199873
148,Trabalho Comércio,2080.857756640044
148,Trabalho Serviços,9700.135828872077
148,Educação,25587.592614094425
148,Compras,767.1635331025026
148,Saúde,906.427506713429
148,Lazer,5056.957433984861
148,Procurar Emprego,0
148,Assuntos Pessoais,1266.6273417454554
148,Refeição,124.05323389992952
149,Trabalho Indústria,77.55974274935924
149,Trabalho Comércio,0
149,Trabalho Serviços,0
149,Educação,0
149,Compras,0
149,Saúde,0
149,Lazer,0
149,Procurar Emprego,0
149,Assuntos Pessoais,350.1069641131846
149,Refeição,0
150,Trabalho Indústria,5907.090757357592
150,Trabalho Comércio,5248.517291510127
150,Trabalho Serviços,14601.933127633312
150,Educação,25636.609565839746
150,Compras,2294.1132929476535
150,Saúde,2889.3798639805445
150,Lazer,4564.543119962519
150,Procurar Emprego,317.30576131949596
150,Assuntos Pessoais,2085.5564557275666
150,Refeição,0
151,Trabalho Indústria,11055.096191982051
151,Trabalho Comércio,6939.852824626271
151,Trabalho Serviços,44036.0677571285
151,Educação,75671.90547245227
151,Compras,13711.377046025133
151,Saúde,9767.52553190178
151,Lazer,2508.4647185287304
151,Procurar Emprego,1590.978228885971
151,Assuntos Pessoais,13896.262025982971
151,Refeição,0
152,Trabalho Indústria,3463.5836779469787
152,Trabalho Comércio,2143.416994536159
152,Trabalho Serviços,22992.361163980444
152,Educação,34040.33860560427
152,Compras,5981.817666559209
152,Saúde,1411.1580591766917
152,Lazer,2747.7515181910426
152,Procurar Emprego,0
152,Assuntos Pessoais,4950.368799985378
152,Refeição,1725.464097325443
153,Trabalho Indústria,998.4224855588657
153,Trabalho Comércio,1290.126560598947
153,Trabalho Serviços,16176.861459177338
153,Educação,12427.652364960037
153,Compras,2735.89206354231
153,Saúde,2151.4277929417644
153,Lazer,2853.122552257377
153,Procurar Emprego,0
153,Assuntos Pessoais,2539.7161029023155
153,Refeição,252.8404104219436
154,Trabalho Indústria,6663.059025055776
154,Trabalho Comércio,2924.5640195548003
154,Trabalho Serviços,28978.456061182853
154,Educação,26085.685988820373
154,Compras,9399.871029132326
154,Saúde,2796.165542082252
154,Lazer,7712.900705780601
154,Procurar Emprego,662.1160384598849
154,Assuntos Pessoais,14434.33325529508
154,Refeição,642.5505981641039
155,Trabalho Indústria,1634.0594517426932
155,Trabalho Comércio,4219.598066390514
155,Trabalho Serviços,8319.823265667734
155,Educação,17707.758052006804
155,Compras,2007.5531593116125
155,Saúde,1864.6830562631128
155,Lazer,3533.024969782452
155,Procurar Emprego,886.1732246113947
155,Assuntos Pessoais,2431.030542691834
155,Refeição,0
156,Trabalho Indústria,5332.728923102002
156,Trabalho Comércio,5386.251424296121
156,Trabalho Serviços,20966.410702071968
156,Educação,36549.11206089036
156,Compras,10069.542511703847
156,Saúde,7341.127861674249
156,Lazer,367.28371182911553
156,Procurar Emprego,317.24289319327625
156,Assuntos Pessoais,1943.7749251773143
156,Refeição,0
157,Trabalho Indústria,2211.5443510777372
157,Trabalho Comércio,4217.359916733015
157,Trabalho Serviços,7114.160468431443
157,Educação,15571.06411222962
157,Compras,1548.1574563734357
157,Saúde,778.4829233842514
157,Lazer,806.7996550661669
157,Procurar Emprego,0
157,Assuntos Pessoais,2004.3625876809253
157,Refeição,341.8299427264809
158,Trabalho Indústria,3142.792306982019
158,Trabalho Comércio,5126.907544260275
158,Trabalho Serviços,12626.903062424455
158,Educação,32313.846919177424
158,Compras,5894.670111932455
158,Saúde,6523.5224646368315
158,Lazer,4891.303154794849
158,Procurar Emprego,0
158,Assuntos Pessoais,5157.015494981288
158,Refeição,192.51403198964988
159,Trabalho Indústria,10671.213588837265
159,Trabalho Comércio,18365.042952357428
159,Trabalho Serviços,21632.248699813532
159,Educação,31033.008510824315
159,Compras,7194.853753048549
159,Saúde,3988.6889473082997
159,Lazer,1277.6958030280543
159,Procurar Emprego,855.6978062441956
159,Assuntos Pessoais,5375.768383680398
159,Refeição,0
160,Trabalho Indústria,3794.372598828506
160,Trabalho Comércio,2452.578239083212
160,Trabalho Serviços,17055.32884789835
160,Educação,17370.562566675348
160,Compras,2371.4242494029727
160,Saúde,2657.4816763276567
160,Lazer,4287.512942567806
160,Procurar Emprego,0
160,Assuntos Pessoais,2589.2373193700987
160,Refeição,919.539554979883
161,Trabalho Indústria,10498.002016150826
161,Trabalho Comércio,13118.280189939424
161,Trabalho Serviços,38785.50897356027
161,Educação,28549.567199700028
161,Compras,3489.581582156888
161,Saúde,17077.324275354895
161,Lazer,3354.9172795510367
161,Procurar Emprego,1597.986364494304
161,Assuntos Pessoais,4291.112971674569
161,Refeição,1200.8464782824103
162,Trabalho Indústria,5016.118139961285
162,Trabalho Comércio,4042.2792562646277
162,Trabalho Serviços,19712.136761580412
162,Educação,29141.42187862279
162,Compras,1234.1698920773217
162,Saúde,1847.7778213987167
162,Lazer,1897.1167801240952
162,Procurar Emprego,0
162,Assuntos Pessoais,5580.859156682975
162,Refeição,295.4925117160018
163,Trabalho Indústria,2201.459222742758
163,Trabalho Comércio,9516.408998128869
163,Trabalho Serviços,31398.713867023376
163,Educação,30112.072563911788
163,Compras,3348.768339359001
163,Saúde,6158.290026918005
163,Lazer,5812.8788914512415
163,Procurar Emprego,0
