COD_ZONA,VIAGENS_ATRAIDAS_POR_MOTIVO,QTD
246,Compras,405.069339078946
246,Saúde,2318.8498368955456
246,Lazer,242.63261976381904
246,Procurar Emprego,0
246,Assuntos Pessoais,1148.918736897638
246,Refeição,115.62499601416577
247,Trabalho Indústria,8595.848146740525
247,Trabalho Comércio,18068.43410078531
247,Trabalho Serviços,46225.77959343705
247,Educação,87942.09384265263
247,Compras,9438.403194464794
247,Saúde,8311.956980100971
247,Lazer,6887.668399710038
247,Procurar Emprego,0
247,Assuntos Pessoais,12364.107363637124
247,Refeição,2469.661876680781
248,Trabalho Indústria,495.8868322525593
248,Trabalho Comércio,508.42231791717603
248,Trabalho Serviços,1320.7106872963393
248,Educação,0
248,Compras,0
248,Saúde,0
248,Lazer,3657.5754287206764
248,Procurar Emprego,0
248,Assuntos Pessoais,0
248,Refeição,0
249,Trabalho Indústria,8280.896836211703
249,Trabalho Comércio,5274.761529777081
249,Trabalho Serviços,9874.060832835097
249,Educação,24306.49088744863
249,Compras,5804.788257159078
249,Saúde,3846.7801910017733
249,Lazer,2526.0428646789924
249,Procurar Emprego,0
249,Assuntos Pessoais,4852.13864610203
249,Refeição,0
250,Trabalho Indústria,2162.207713524199
250,Trabalho Comércio,7349.8857272414625
250,Trabalho Serviços,14125.867108577357
250,Educação,10380.755475793048
250,Compras,4370.831854010719
250,Saúde,2504.000313405058
250,Lazer,2342.848755307864
250,Procurar Emprego,0
250,Assuntos Pessoais,2373.13642653391
250,Refeição,771.1712806483322
251,Trabalho Indústria,477.60215802518155
251,Trabalho Comércio,2830.711381108473
251,Trabalho Serviços,14230.72544956543
251,Educação,13870.314186417876
251,Compras,246.76340130072788
251,Saúde,449.2069691494126
251,Lazer,3327.470898111555
251,Procurar Emprego,0
251,Assuntos Pessoais,3961.361167139247
251,Refeição,38.591724568987416
252,Trabalho Indústria,2773.806604433435
252,Trabalho Comércio,6872.541084424456
252,Trabalho Serviços,16231.795507187024
252,Educação,11371.438273510032
252,Compras,1836.4967171760743
252,Saúde,1921.215719280059
252,Lazer,374.01124636142146
252,Procurar Emprego,0
252,Assuntos Pessoais,2082.619507070559
252,Refeição,1126.8517978723362
253,Trabalho Indústria,4601.962530731707
253,Trabalho Comércio,2106.9796721816424
253,Trabalho Serviços,2227.3910165721804
253,Educação,1792.0635862437011
253,Compras,1040.4353040901312
253,Saúde,90.08543138845596
253,Lazer,400.08284744142924
253,Procurar Emprego,0
253,Assuntos Pessoais,858.4290415653663
253,Refeição,21.800273313115675
254,Trabalho Indústria,4811.597655429714
254,Trabalho Comércio,11334.206362765304
254,Trabalho Serviços,32247.649912190533
254,Educação,44708.252117607124
254,Compras,1071.9719721567387
254,Saúde,1528.7972324144764
254,Lazer,1698.7702614383431
254,Procurar Emprego,1793.8190630419494
254,Assuntos Pessoais,3847.4891693952336
254,Refeição,2701.095189392554
255,Trabalho Indústria,7020.009984709055
255,Trabalho Comércio,19711.99040659899
255,Trabalho Serviços,26741.267669756257
255,Educação,47282.285312609456
255,Compras,7962.268153218583
255,Saúde,2936.477906600873
255,Lazer,4292.236603987802
255,Procurar Emprego,0
255,Assuntos Pessoais,13115.255935620748
255,Refeição,146.00751054212645
256,Trabalho Indústria,4781.254143909018
256,Trabalho Comércio,3491.323695329691
256,Trabalho Serviços,11980.546124296727
256,Educação,14959.915012103582
256,Compras,2694.5973248481055
256,Saúde,1684.775363055515
256,Lazer,752.6888842081178
256,Procurar Emprego,0
256,Assuntos Pessoais,1894.8110033317566
256,Refeição,291.5187860402777
257,Trabalho Indústria,6984.158274365803
257,Trabalho Comércio,4441.618106408066
257,Trabalho Serviços,14882.865136344222
257,Educação,22605.671548390088
257,Compras,2567.107137291985
257,Saúde,1232.6922387910695
257,Lazer,1750.876259092283
257,Procurar Emprego,0
257,Assuntos Pessoais,5141.947522589907
257,Refeição,489.2809923794077
258,Trabalho Indústria,10769.042289700812
258,Trabalho Comércio,11543.004385416778
258,Trabalho Serviços,21362.49502998541
258,Educação,34775.98597599403
258,Compras,5895.199337857002
258,Saúde,2795.4296097522465
258,Lazer,1905.2543830352909
258,Procurar Emprego,0
258,Assuntos Pessoais,4306.722600621479
258,Refeição,649.406150320445
259,Trabalho Indústria,4941.218781405745
259,Trabalho Comércio,5367.178006765473
259,Trabalho Serviços,10062.579436832826
259,Educação,21726.067792434573
259,Compras,1720.9350693902359
259,Saúde,1908.8401767183307
259,Lazer,1535.3745377687228
259,Procurar Emprego,0
259,Assuntos Pessoais,1317.9394941555056
259,Refeição,0
260,Trabalho Indústria,5062.867754787702
260,Trabalho Comércio,3145.224612327123
260,Trabalho Serviços,10679.535813966304
260,Educação,24206.630938438066
260,Compras,8183.343217637139
260,Saúde,712.2314231976181
260,Lazer,3272.783996740778
260,Procurar Emprego,0
260,Assuntos Pessoais,1382.357481098027
260,Refeição,0
261,Trabalho Indústria,6007.635037160085
261,Trabalho Comércio,9026.98135398487
261,Trabalho Serviços,24438.21150281609
261,Educação,29957.856029499068
261,Compras,3348.793961018683
261,Saúde,1304.2439992234715
261,Lazer,2380.7208775095396
261,Procurar Emprego,755.5175383669238
261,Assuntos Pessoais,7228.770294576863
261,Refeição,0
262,Trabalho Indústria,12054.145172393652
262,Trabalho Comércio,3983.12169893453
262,Trabalho Serviços,32749.433250569462
262,Educação,49854.45881388883
262,Compras,5230.313981041164
262,Saúde,5823.55922060283
262,Lazer,2259.1092376474508
262,Procurar Emprego,0
262,Assuntos Pessoais,2368.3352925074487
262,Refeição,29.954391431362097
263,Trabalho Indústria,5080.58985434647
263,Trabalho Comércio,12255.256420279977
263,Trabalho Serviços,27194.691103908357
263,Educação,45865.30598272459
263,Compras,5258.263495791977
263,Saúde,5244.717425260692
263,Lazer,6193.051087037143
263,Procurar Emprego,0
263,Assuntos Pessoais,8590.173397722112
263,Refeição,0
264,Trabalho Indústria,5609.134668822107
264,Trabalho Comércio,13076.164584853112
264,Trabalho Serviços,28161.48745771174
264,Educação,34742.721708895435
264,Compras,6874.809288533642
264,Saúde,4217.449869364013
264,Lazer,3105.658019534867
264,Procurar Emprego,0
264,Assuntos Pessoais,13586.046168902934
264,Refeição,0
265,Trabalho Indústria,4397.2752840783105
265,Trabalho Comércio,6992.250579754419
265,Trabalho Serviços,23675.30306335704
265,Educação,50544.08125379481
265,Compras,1508.981228596128
265,Saúde,4961.1993274026745
265,Lazer,182.4719960124791
265,Procurar Emprego,0
265,Assuntos Pessoais,7926.935655284202
265,Refeição,0
266,Trabalho Indústria,1837.6335741065102
266,Trabalho Comércio,1622.6138247696301
266,Trabalho Serviços,6855.367034955016
266,Educação,8925.063880786503
266,Compras,787.6173857768822
266,Saúde,455.16739112268414
266,Lazer,1078.5927343534333
266,Procurar Emprego,194.6639071267238
266,Assuntos Pessoais,228.9921339149042
266,Refeição,0
267,Trabalho Indústria,4264.6244771102
267,Trabalho Comércio,2950.490423657944
267,Trabalho Serviços,13300.534582394452
267,Educação,20065.446791562008
267,Compras,3672.3314217403617
267,Saúde,1432.7195174236056
267,Lazer,5621.115666042162
267,Procurar Emprego,1126.3094783214242
267,Assuntos Pessoais,2410.8650933346325
267,Refeição,0
268,Trabalho Indústria,2308.356484161512
268,Trabalho Comércio,2938.0483471429748
268,Trabalho Serviços,16512.805219649388
268,Educação,8622.66934730535
268,Compras,3993.3936112287474
268,Saúde,1050.1895567054976
268,Lazer,1575.4011996322884
268,Procurar Emprego,36.49898344442361
268,Assuntos Pessoais,1703.7503821284288
268,Refeição,1043.6426467493811
269,Trabalho Indústria,5692.820774485322
269,Trabalho Comércio,3880.7656985335584
269,Trabalho Serviços,24171.535767999445
269,Educação,11844.869485413363
269,Compras,7212.543157771005
269,Saúde,2271.560200793596
269,Lazer,6233.349947642624
269,Procurar Emprego,2100.465320380036
269,Assuntos Pessoais,1847.6657883013352
269,Refeição,1081.8406987707435
270,Trabalho Indústria,619.5500440004561
270,Trabalho Comércio,1545.1584808905804
270,Trabalho Serviços,12048.631523998998
270,Educação,6529.294066197299
270,Compras,476.0798865312913
270,Saúde,1208.1586055279176
270,Lazer,1669.7231209411584
270,Procurar Emprego,0
270,Assuntos Pessoais,2484.15926214066
270,Refeição,892.4796234966775
271,Trabalho Indústria,566.282475327626
271,Trabalho Comércio,1387.6362907401451
271,Trabalho Serviços,18305.202729218756
271,Educação,428.7552257592964
271,Compras,47.70996944751127
271,Saúde,64.45319243063004
271,Lazer,217.1830519998575
271,Procurar Emprego,0
271,Assuntos Pessoais,1238.0112999743412
271,Refeição,147.2577582856004
272,Trabalho Indústria,1459.7081908436812
272,Trabalho Comércio,2096.3950277009762
272,Trabalho Serviços,21075.042080014817
272,Educação,12090.31885322813
272,Compras,2034.8871305258976
272,Saúde,886.7162653706844
272,Lazer,988.23926394826
272,Procurar Emprego,0
272,Assuntos Pessoais,499.37646911738386
272,Refeição,728.8021200998587
273,Trabalho Indústria,14218.683461361976
273,Trabalho Comércio,8259.970953158729
273,Trabalho Serviços,30826.17220674462
273,Educação,41612.380321964934
273,Compras,6244.11562373671
273,Saúde,3913.300834207928
273,Lazer,7686.317420690281
273,Procurar Emprego,1203.0445410223124
273,Assuntos Pessoais,5171.655617351802
273,Refeição,722.8708471829364
274,Trabalho Indústria,3937.38887171577
274,Trabalho Comércio,6143.965866749572
274,Trabalho Serviços,43937.55290520273
274,Educação,31806.937414475004
274,Compras,7008.062243369288
274,Saúde,5371.929359239153
274,Lazer,12078.612626044394
274,Procurar Emprego,1961.8848089073008
274,Assuntos Pessoais,19926.107019720755
274,Refeição,2319.913182824092
275,Trabalho Indústria,7529.266831590991
275,Trabalho Comércio,4070.302771114758
275,Trabalho Serviços,32488.3219363878
275,Educação,29445.67601291414
275,Compras,3853.818396850582
275,Saúde,2483.6313242239803
275,Lazer,13116.71233775026
275,Procurar Emprego,30.10992966158444
275,Assuntos Pessoais,13972.344855013303
275,Refeição,5421.349911088075
276,Trabalho Indústria,11964.281153457798
276,Trabalho Comércio,4745.175025899089
276,Trabalho Serviços,41281.26271944519
276,Educação,75587.09865422238
276,Compras,8190.3343694092655
276,Saúde,5523.243825703174
276,Lazer,8698.601224175354
276,Procurar Emprego,848.61174110893
276,Assuntos Pessoais,3502.056280671985
276,Refeição,0
277,Trabalho Indústria,6829.705765908498
277,Trabalho Comércio,9227.153612381118
277,Trabalho Serviços,32787.3523447611
277,Educação,48863.54468088716
277,Compras,8007.769100401523
277,Saúde,1407.4910476430266
277,Lazer,1636.4010074314174
277,Procurar Emprego,714.1806074254956
277,Assuntos Pessoais,14682.874171113619
277,Refeição,219.71405456657948
278,Trabalho Indústria,11362.964338842989
278,Trabalho Comércio,12907.921647945077
278,Trabalho Serviços,47332.3481538668
278,Educação,94740.86856526189
278,Compras,13484.011088897427
278,Saúde,3637.02287788738
278,Lazer,12553.054275288101
278,Procurar Emprego,726.1062371688749
278,Assuntos Pessoais,12118.643052549294
278,Refeição,961.3022617084398
279,Trabalho Indústria,3752.873227334369
279,Trabalho Comércio,11422.396643461621
279,Trabalho Serviços,26985.983729212974
279,Educação,39614.84588814611
279,Compras,2784.9458837558427
279,Saúde,5433.406532999776
279,Lazer,6789.111446022908
279,Procurar Emprego,1422.0870276885523
279,Assuntos Pessoais,3562.220428898544
279,Refeição,0
280,Trabalho Indústria,9527.490323054037
280,Trabalho Comércio,6417.994785950779
280,Trabalho Serviços,28488.487654337572
280,Educação,22277.39340136901
280,Compras,4296.789899411968
280,Saúde,1859.5187691625533
280,Lazer,1331.539435742652
280,Procurar Emprego,1055.5755700842965
280,Assuntos Pessoais,2808.4243607600192
280,Refeição,765.449851933575
281,Trabalho Indústria,2761.522864438004
281,Trabalho Comércio,8840.620121320744
281,Trabalho Serviços,25281.222405816847
281,Educação,23287.004600952834
281,Compras,6776.141349221721
281,Saúde,4214.320193796787
281,Lazer,3851.103772305994
281,Procurar Emprego,1184.7047636098687
281,Assuntos Pessoais,6905.9975046402515
281,Refeição,2129.3089868896286
282,Trabalho Indústria,5029.863759341014
282,Trabalho Comércio,9617.057692564813
282,Trabalho Serviços,24443.08199092573
282,Educação,18422.57431985201
282,Compras,14050.829868907009
282,Saúde,5506.445038761212
282,Lazer,4962.437323899073
282,Procurar Emprego,0
282,Assuntos Pessoais,3407.41810348386
282,Refeição,1285.3410590103047
283,Trabalho Indústria,1390.995219590759
283,Trabalho Comércio,1656.0984812372137
283,Trabalho Serviços,7745.258267947049
283,Educação,4550.480862784234
283,Compras,184.33444278767132
283,Saúde,1413.2064571523879
283,Lazer,1286.4240518451472
283,Procurar Emprego,316.96588895245554
283,Assuntos Pessoais,581.7643936569955
283,Refeição,78.75125124340798
284,Trabalho Indústria,4214.108083428421
284,Trabalho Comércio,13560.278206648127
284,Trabalho Serviços,20488.328539123908
284,Educação,35947.80345369326
284,Compras,1394.722322781685
284,Saúde,681.2511045457078
284,Lazer,2550.5510733135297
284,Procurar Emprego,384.44403664532877
284,Assuntos Pessoais,3003.9076626458586
284,Refeição,82.69433431980397
285,Trabalho Indústria,15345.994707636859
285,Trabalho Comércio,16877.35823020548
285,Trabalho Serviços,38479.91717013046
285,Educação,65157.02710652807
285,Compras,10339.005366330031
285,Saúde,9199.283807553065
285,Lazer,7078.053003554178
285,Procurar Emprego,466.6519081327424
285,Assuntos Pessoais,7097.412842566454
285,Refeição,0
286,Trabalho Indústria,8261.660482734946
286,Trabalho Comércio,7176.579322079389
286,Trabalho Serviços,11231.890721539668
286,Educação,10716.509765635523
286,Compras,6200.17817896218
286,Saúde,1007.6474434935794
286,Lazer,1827.6966636022075
286,Procurar Emprego,0
286,Assuntos Pessoais,3545.3239667017338
286,Refeição,541.8135741450856
287,Trabalho Indústria,6642.676458707101
287,Trabalho Comércio,6757.228253632174
287,Trabalho Serviços,15370.489311892832
287,Educação,15914.913298721487
287,Compras,8456.046652858127
287,Saúde,2055.6381392748003
287,Lazer,6817.557527476614
287,Procurar Emprego,0
287,Assuntos Pessoais,6343.713414005522
287,Refeição,1260.8605206428147
288,Trabalho Indústria,782.5576929421167
288,Trabalho Comércio,581.4498338669423
288,Trabalho Serviços,13238.848472464362
288,Educação,28287.389380132805
288,Compras,828.2494273267516
288,Saúde,2666.7559271705445
288,Lazer,1194.6615564956055
288,Procurar Emprego,0
288,Assuntos Pessoais,1994.5304940874905
288,Refeição,460.7110899683577
289,Trabalho Indústria,5287.62579160213
289,Trabalho Comércio,7201.017742222477
289,Trabalho Serviços,31266.637411658015
289,Educação,33624.826351147225
289,Compras,4961.183733918618
289,Saúde,2414.335531080037
289,Lazer,883.8017608887012
289,Procurar Emprego,0
289,Assuntos Pessoais,8984.546622314587
289,Refeição,1060.8369954536245
290,Trabalho Indústria,3449.9102024926565
290,Trabalho Comércio,2490.0577276226377
290,Trabalho Serviços,28728.78050895394
290,Educação,38946.2629888087
290,Compras,1911.5972706483647
290,Saúde,3970.186846208024
290,Lazer,6360.314784621398
290,Procurar Emprego,543.2497239515013
290,Assuntos Pessoais,2375.4672604145835
290,Refeição,1301.6678507006711
291,Trabalho Indústria,7590.764689598457
291,Trabalho Comércio,8206.447551317244
291,Trabalho Serviços,33463.70030864835
291,Educação,51773.07930388823
291,Compras,10584.086944173187
291,Saúde,944.7037049960056
291,Lazer,16600.632466857787
291,Procurar Emprego,0
291,Assuntos Pessoais,3483.076815275757
291,Refeição,0
292,Trabalho Indústria,3090.0346677697876
292,Trabalho Comércio,11718.303552730704
292,Trabalho Serviços,22099.97704804647
292,Educação,46197.58871888799
292,Compras,4000.6200731912204
292,Saúde,3357.8113968108446
292,Lazer,4358.153921988447
292,Procurar Emprego,1203.0445410223124
292,Assuntos Pessoais,2229.420787091367
292,Refeição,0
293,Trabalho Indústria,2761.9848083829547
293,Trabalho Comércio,12168.013773903986
293,Trabalho Serviços,37678.697357665966
293,Educação,55645.194389392374
293,Compras,4424.774567339638
293,Saúde,9624.863711501617
293,Lazer,10908.14074383545
293,Procurar Emprego,1352.1660494422968
293,Assuntos Pessoais,9267.804976106023
293,Refeição,1561.4380217839205
294,Trabalho Indústria,3706.3940385434557
294,Trabalho Comércio,16353.619152752512
294,Trabalho Serviços,38127.60655442272
294,Educação,92923.53212184629
294,Compras,7696.262553149525
294,Saúde,2191.5636090801954
294,Lazer,7138.955460005516
294,Procurar Emprego,541.5807981375553
294,Assuntos Pessoais,1401.5022717885286
294,Refeição,0
295,Trabalho Indústria,5450.7274482247885
295,Trabalho Comércio,9458.535912747082
295,Trabalho Serviços,34095.436082703745
295,Educação,80528.09080662657
295,Compras,11086.835502525466
295,Saúde,5475.970262554385
295,Lazer,16945.761406880858
295,Procurar Emprego,895.3687879284702
295,Assuntos Pessoais,5442.082057285868
295,Refeição,0
296,Trabalho Indústria,758.1173177715115
296,Trabalho Comércio,66.04681448592909
296,Trabalho Serviços,1452.8514040462799
296,Educação,3639.708247981962
296,Compras,304.05310550158316
296,Saúde,72.39305579040527
296,Lazer,2646.504924590148
296,Procurar Emprego,0
296,Assuntos Pessoais,33.119121275853004
296,Refeição,0
297,Trabalho Indústria,484.94695227349587
297,Trabalho Comércio,625.5977767102152
297,Trabalho Serviços,991.4551842048849
297,Educação,1245.661107011253
297,Compras,374.2279339347463
297,Saúde,122.63050730394576
297,Lazer,362.5395169901024
297,Procurar Emprego,34.47578784775309
297,Assuntos Pessoais,91.28784644739098
297,Refeição,0
298,Trabalho Indústria,7082.6865613919235
298,Trabalho Comércio,18524.825933839275
298,Trabalho Serviços,48833.077048840976
298,Educação,108304.79048871127
298,Compras,7056.164202058695
298,Saúde,13550.714334538605
298,Lazer,5885.3887655333
298,Procurar Emprego,907.0586368975723
298,Assuntos Pessoais,9950.538979459456
298,Refeição,94.43490523562807
299,Trabalho Indústria,817.2275337668931
299,Trabalho Comércio,1634.887787949758
299,Trabalho Serviços,1789.0396654142326
299,Educação,3582.3356625242677
299,Compras,370.6866728590602
299,Saúde,1012.8474195115081
299,Lazer,387.3964244301425
299,Procurar Emprego,0
299,Assuntos Pessoais,536.3557954540531
299,Refeição,0
300,Trabalho Indústria,13758.824689043553
300,Trabalho Comércio,23066.39764011645
300,Trabalho Serviços,118076.83284129655
300,Educação,49346.70361954633
300,Compras,15212.39039398882
300,Saúde,6213.099978910672
300,Lazer,9973.96621052624
300,Procurar Emprego,2003.2553270723552
300,Assuntos Pessoais,14590.8672591708
300,Refeição,18184.30084478657
301,Trabalho Indústria,1083.2032553653964
301,Trabalho Comércio,4237.908180631079
301,Trabalho Serviços,20707.497551469027
301,Educação,9177.920370099837
301,Compras,1215.898057572652
301,Saúde,6220.509557521949
301,Lazer,3331.673149412406
301,Procurar Emprego,0
301,Assuntos Pessoais,2870.9712156130477
301,Refeição,1073.725822339093
302,Trabalho Indústria,2334.539978753092
302,Trabalho Comércio,11788.63223616868
302,Trabalho Serviços,32018.4838628858
302,Educação,26690.7969764954
302,Compras,14241.739714146435
302,Saúde,16407.942440977837
302,Lazer,4175.973975161992
302,Procurar Emprego,325.33097215972055
302,Assuntos Pessoais,10207.971576954169
302,Refeição,1940.5243638220757
303,Trabalho Indústria,5878.783781392246
303,Trabalho Comércio,6187.394897068776
303,Trabalho Serviços,33377.88336526251
303,Educação,57436.05438310056
303,Compras,7269.043985994424
303,Saúde,3479.2047958374496
303,Lazer,2098.8828189879614
303,Procurar Emprego,767.8022524778169
303,Assuntos Pessoais,11449.601243953153
303,Refeição,3941.049369957238
304,Trabalho Indústria,4102.981335464854
304,Trabalho Comércio,9918.882640240952
304,Trabalho Serviços,57794.36776228585
304,Educação,69726.27078092843
304,Compras,3162.846381557141
304,Saúde,3709.7482822592515
304,Lazer,7643.692485168389
304,Procurar Emprego,270.0856352997493
304,Assuntos Pessoais,7575.539141093567
304,Refeição,662.0923528887871
305,Trabalho Indústria,8061.197702464509
305,Trabalho Comércio,23261.168963098462
305,Trabalho Serviços,52623.57802122357
305,Educação,86130.7187915422
305,Compras,9237.853001187501
305,Saúde,8974.178406755473
305,Lazer,2729.380916201647
305,Procurar Emprego,2059.251108339051
305,Assuntos Pessoais,11697.265547305067
305,Refeição,1502.5104535139403
306,Trabalho Indústria,6963.9703007625085
306,Trabalho Comércio,9943.397640769173
306,Trabalho Serviços,30518.863405481232
306,Educação,39658.3347137971
306,Compras,3759.7844230521664
306,Saúde,2687.8137724661938
306,Lazer,4539.517006128231
306,Procurar Emprego,0
306,Assuntos Pessoais,2709.2956043121767
306,Refeição,0
307,Trabalho Indústria,7828.347799314972
307,Trabalho Comércio,13182.449487272977
307,Trabalho Serviços,41387.336262950754
307,Educação,56253.21817681811
307,Compras,5942.6057097269995
307,Saúde,8484.56506661667
307,Lazer,2068.7993322288216
307,Procurar Emprego,1540.6884865801858
307,Assuntos Pessoais,8792.655272903814
307,Refeição,454.1229409586102
308,Trabalho Indústria,2372.6697465409434
308,Trabalho Comércio,3237.946960975162
308,Trabalho Serviços,18109.873573698762
308,Educação,35947.36625808456
308,Compras,329.9357488236808
308,Saúde,464.97352562319423
308,Lazer,424.6596876963704
308,Procurar Emprego,0
308,Assuntos Pessoais,529.0158169473149
308,Refeição,0
309,Trabalho Indústria,2374.423179402821
309,Trabalho Comércio,4585.832080946122
309,Trabalho Serviços,20245.30637979649
309,Educação,32159.405446620134
309,Compras,4057.2472480616548
309,Saúde,5801.2111635728625
309,Lazer,4832.1281224097875
309,Procurar Emprego,161.817365830994
309,Assuntos Pessoais,4308.376722348634
309,Refeição,0
310,Trabalho Indústria,563.5349578388814
310,Trabalho Comércio,3033.408167390051
310,Trabalho Serviços,8033.4942989922265
310,Educação,10151.447551435449
310,Compras,850.0054147276406
310,Saúde,3493.990111648362
310,Lazer,2139.827907745589
310,Procurar Emprego,281.7674789194407
310,Assuntos Pessoais,596.7671671854619
310,Refeição,0
311,Trabalho Indústria,4551.064317792878
311,Trabalho Comércio,12592.348278431204
311,Trabalho Serviços,34482.52020490161
311,Educação,66997.4229694313
311,Compras,5679.634841344562
311,Saúde,5836.96950637106
311,Lazer,12816.024507064692
311,Procurar Emprego,0
311,Assuntos Pessoais,9761.939551550691
311,Refeição,44.147911386061125
312,Trabalho Indústria,2705.0400729679563
312,Trabalho Comércio,4494.926465371085
312,Trabalho Serviços,19278.806718973537
312,Educação,44564.596035041825
312,Compras,4333.868261461939
312,Saúde,575.155778639282
312,Lazer,8433.64229845296
312,Procurar Emprego,270.0856352997493
312,Assuntos Pessoais,8459.772647323083
312,Refeição,216.16061336275413
313,Trabalho Indústria,2089.084608612356
313,Trabalho Comércio,2854.5191364533785
313,Trabalho Serviços,12054.685992617815
313,Educação,23629.4780856038
313,Compras,2267.765858711197
313,Saúde,832.1868817031684
313,Lazer,107.75685538526265
313,Procurar Emprego,249.72353654038835
313,Assuntos Pessoais,1459.2265527171617
313,Refeição,0
314,Trabalho Indústria,8548.117802457085
314,Trabalho Comércio,6866.085135670398
314,Trabalho Serviços,56138.009187586205
314,Educação,85835.6191945705
314,Compras,4969.015178467558
314,Saúde,12638.997114712794
314,Lazer,2392.1409393660097
314,Procurar Emprego,0
314,Assuntos Pessoais,8493.097537667465
314,Refeição,409.36539421945986
315,Trabalho Indústria,8313.682013437301
315,Trabalho Comércio,18724.68767963042
315,Trabalho Serviços,45211.31068244548
315,Educação,77587.0294495098
315,Compras,4005.053833650309
315,Saúde,6085.839683365019
315,Lazer,4169.317248508077
315,Procurar Emprego,604.9249824540439
315,Assuntos Pessoais,9803.588091436672
315,Refeição,321.30838131671544
316,Trabalho Indústria,2717.9548738333115
316,Trabalho Comércio,2847.179782082922
316,Trabalho Serviços,18589.09239443699
316,Educação,16445.88674279289
316,Compras,1267.3248896767122
316,Saúde,2937.5860613947525
316,Lazer,1053.776941146122
316,Procurar Emprego,0
316,Assuntos Pessoais,1590.4045963723765
316,Refeição,279.4212856462815
317,Trabalho Indústria,845.5542252651285
317,Trabalho Comércio,1005.3587514391133
317,Trabalho Serviços,10047.98155792352
317,Educação,2722.320043831219
317,Compras,557.0913445800987
317,Saúde,291.1800662011796
317,Lazer,682.9861385114323
317,Procurar Emprego,51.244001116021764
317,Assuntos Pessoais,1155.7194541625918
317,Refeição,12.46006613552045
318,Trabalho Indústria,783.7399063569028
318,Trabalho Comércio,6066.471739718769
318,Trabalho Serviços,25636.06077901122
318,Educação,9350.526015960926
318,Compras,2279.424728280729
318,Saúde,1392.5508150801502
318,Lazer,1783.1996436780125
318,Procurar Emprego,0
318,Assuntos Pessoais,487.4343152297843
318,Refeição,366.53483221760655
319,Trabalho Indústria,1356.6617289132223
319,Trabalho Comércio,1526.9146010304053
319,Trabalho Serviços,21376.94646692519
319,Educação,9848.520100536683
319,Compras,692.5376888728335
319,Saúde,1914.4779791528483
319,Lazer,1965.167342637666
319,Procurar Emprego,506.9757277468271
319,Assuntos Pessoais,369.81383027921095
319,Refeição,502.762114159435
320,Trabalho Indústria,3841.4852120101496
320,Trabalho Comércio,8064.504442561358
320,Trabalho Serviços,27990.08055001898
320,Educação,43029.864512374406
320,Compras,2377.5898088895583
320,Saúde,4537.670797057116
320,Lazer,4988.261404394867
320,Procurar Emprego,1303.2235701346212
320,Assuntos Pessoais,3815.2743282567694
320,Refeição,0
321,Trabalho Indústria,3282.752450656824
321,Trabalho Comércio,6482.809049909365
321,Trabalho Serviços,39069.243305466494
321,Educação,31299.72566346114
321,Compras,5374.304135340877
321,Saúde,2439.968819037482
321,Lazer,5699.855558658216
321,Procurar Emprego,221.81173582145803
321,Assuntos Pessoais,3513.845498469387
321,Refeição,2443.7352310161777
322,Trabalho Indústria,4522.483340697735
322,Trabalho Comércio,14550.015117000745
322,Trabalho Serviços,22238.688410229322
322,Educação,25938.53157878858
322,Compras,3117.5738684643825
322,Saúde,2032.5024971566618
322,Lazer,6557.607434847835
322,Procurar Emprego,281.7674789194407
322,Assuntos Pessoais,1799.4006516590994
322,Refeição,1240.584257497186
323,Trabalho Indústria,4528.627523317433
323,Trabalho Comércio,3347.440438176825
323,Trabalho Serviços,25770.654907988737
323,Educação,40577.736240033926
323,Compras,4694.166945853374
323,Saúde,2072.8134295870377
323,Lazer,3966.37380134844
323,Procurar Emprego,94.52851474710964
323,Assuntos Pessoais,11075.442163488025
323,Refeição,0
324,Trabalho Indústria,4621.706377410426
324,Trabalho Comércio,7403.904289548313
324,Trabalho Serviços,33770.978136953534
324,Educação,36705.752269231525
324,Compras,3635.9258292794257
324,Saúde,4928.899244375191
324,Lazer,1788.0157108636358
324,Procurar Emprego,0
324,Assuntos Pessoais,5065.931465946704
324,Refeição,77.21093885060807
325,Trabalho Indústria,1384.4617871686091
325,Trabalho Comércio,9166.547137262429
325,Trabalho Serviços,19798.11457220975
325,Educação,43446.580248661696
325,Compras,2163.5276490039487
325,Saúde,2001.147492453798
325,Lazer,3436.8998982050484
325,Procurar Emprego,0
325,Assuntos Pessoais,7170.049063527779
325,Refeição,0
326,Trabalho Indústria,4438.401529946069
326,Trabalho Comércio,3845.922962899977
326,Trabalho Serviços,19311.087694940146
326,Educação,24987.52219868106
326,Compras,603.1891376585186
326,Saúde,1773.5074790479384
326,Lazer,3700.9247864285517
326,Procurar Emprego,0
326,Assuntos Pessoais,5415.135214129664
326,Refeição,0
327,Trabalho Indústria,2149.200421614365
327,Trabalho Comércio,1070.2480557053436
327,Trabalho Serviços,13645.656717596377
327,Educação,10113.262808008096
327,Compras,1232.4445793375676
327,Saúde,1107.0221655454784
327,Lazer,691.1748871002189
327,Procurar Emprego,0
327,Assuntos Pessoais,1679.578359797453
327,Refeição,71.21861344197927
328,Trabalho Indústria,1673.892936461296
328,Trabalho Comércio,2938.3508885682995
328,Trabalho Serviços,21542.70949751793
328,Educação,17101.957954542082
328,Compras,1688.7554996976623
328,Saúde,734.0193542355555
328,Lazer,1846.9864015846542
