COD_ZONA,TEMPO_MEDIO_VIAGEM,QTD
489,Bicicleta,0
490,Coletivo,55.78347014697695
490,Individual,28.64286274116734
490,A pé,11.35003189532227
490,Bicicleta,30
491,Coletivo,75.48674466622735
491,Individual,26.88761735940677
491,A pé,15.394830415718246
491,Bicicleta,30
492,Coletivo,58.65398951097233
492,Individual,26.172948216187788
492,A pé,10.597167788769463
492,Bicicleta,15
493,Coletivo,51.41209957308244
493,Individual,31.770696502578733
493,A pé,13.015982155365426
493,Bicicleta,15
494,Coletivo,56.15827692969289
494,Individual,27.603639316068044
494,A pé,12.438433948405848
494,Bicicleta,0
495,Coletivo,49.79826750680096
495,Individual,28.365437095617906
495,A pé,12.978227162201733
495,Bicicleta,27.70804430584771
496,Coletivo,64.28197920925726
496,Individual,18.631183620352456
496,A pé,11.72629191273728
496,Bicicleta,10
497,Coletivo,46.75323895648322
497,Individual,26.061484932374814
497,A pé,11.645292016548805
497,Bicicleta,13.382038479267724
498,Coletivo,57.0161367139926
498,Individual,24.887250872190528
498,A pé,15.557339250501654
498,Bicicleta,40
499,Coletivo,51.08488408148905
499,Individual,25.492201979046435
499,A pé,14.235831886052177
499,Bicicleta,18.382497096820238
500,Coletivo,48.40420393696948
500,Individual,21.435224830908027
500,A pé,14.391312379452657
500,Bicicleta,7.5
501,Coletivo,53.36959055796683
501,Individual,23.6664036713067
501,A pé,10.291480522465424
501,Bicicleta,9
502,Coletivo,68.2970822258373
502,Individual,39.87926933326562
502,A pé,13.701724343301173
502,Bicicleta,30
503,Coletivo,63.878282360081265
503,Individual,26.770112629135248
503,A pé,7.313547174490996
503,Bicicleta,0
504,Coletivo,70.08793035910597
504,Individual,18.138994987445574
504,A pé,11.148292542006272
504,Bicicleta,0
505,Coletivo,82.35218331503322
505,Individual,29.691424411841737
505,A pé,14.29314682352837
505,Bicicleta,0
506,Coletivo,63.08855843727709
506,Individual,31.44549548629041
506,A pé,11.749509102983513
506,Bicicleta,15
507,Coletivo,75.744267865204975
507,Individual,26.497739623294166
507,A pé,16.210069296919038
507,Bicicleta,0
508,Coletivo,49.08771619944076
508,Individual,25.540729459390533
508,A pé,14.808749383998075
508,Bicicleta,60
509,Coletivo,62.450876291617135
509,Individual,29.943293341980738
509,A pé,7.33932014586018
509,Bicicleta,0
510,Coletivo,0
510,Individual,0
510,A pé,0
510,Bicicleta,0
511,Coletivo,61.3077434873743
511,Individual,26.859228644366503
511,A pé,17.006334246008546
511,Bicicleta,60
512,Coletivo,49.760327198244084
512,Individual,26.7928996990388
512,A pé,20.274653824542504
512,Bicicleta,0
513,Coletivo,73.8118676945719
513,Individual,28.49663952175013
513,A pé,8.981860990389231
513,Bicicleta,60
514,Coletivo,63.53113618789152
514,Individual,17.66974922989152
514,A pé,13.51049140723487
514,Bicicleta,25
515,Coletivo,63.863890904218806
515,Individual,29.437886747729497
515,A pé,14.051754586565043
515,Bicicleta,22.159686930003943
516,Coletivo,48.96271808701005
516,Individual,28.185479459887638
516,A pé,7.115746495245073
516,Bicicleta,15
517,Coletivo,48.68507128215872
517,Individual,32.94263454324101
517,A pé,14.138487157478187
517,Bicicleta,0
