COD_ZONA,GENERO,QTD
472,Feminino,19949.29936367773
473,Masculino,9923.355566666518
473,Feminino,11029.648881653166
474,Masculino,2807.27493454878
474,Feminino,3143.7242305243894
475,Masculino,15076.63079414716
475,Feminino,14918.372611471841
476,Masculino,35393.341183875564
476,Feminino,47573.645821426675
477,Masculino,23056.976513746966
477,Feminino,23248.028621004014
478,Masculino,0
478,Feminino,0
479,Masculino,0
479,Feminino,0
480,Masculino,18537.945256136318
480,Feminino,23512.061570011014
481,Masculino,33879.112877206484
481,Feminino,30910.88420904251
482,Masculino,8783.793232324791
482,Feminino,11010.20727625642
483,Masculino,1917.226066483333
483,Feminino,1401.774539308333
484,Masculino,63345.33355213973
484,Feminino,68347.66970896821
485,Masculino,52387.041269617956
485,Feminino,58285.95643226784
486,Masculino,34547.07089621958
486,Feminino,35096.929042038486
487,Masculino,15800.961366120171
487,Feminino,17982.028750126632
488,Masculino,23490.433590197557
488,Feminino,20157.55860934683
489,Masculino,2426.1163077347783
489,Feminino,2028.8837693188748
490,Masculino,4854.6650894331515
490,Feminino,6667.333474591796
491,Masculino,14309.0964256518
491,Feminino,22590.89812201932
492,Masculino,29919.40022670153
492,Feminino,30342.60882002341
493,Masculino,14535.3522892672
493,Feminino,16495.645462046
494,Masculino,31067.19333126546
494,Feminino,32495.820088208027
495,Masculino,53049.49369093048
495,Feminino,68919.50935643082
496,Masculino,36541.394307215596
496,Feminino,35517.59570902872
497,Masculino,6021.343387117659
497,Feminino,6768.659699635587
498,Masculino,4406.651487572374
498,Feminino,7193.3463576473805
499,Masculino,61099.69840406507
499,Feminino,68240.28672979325
500,Masculino,22916.69643857968
500,Feminino,26900.315990108807
501,Masculino,24285.228250238477
501,Feminino,27016.775740092995
502,Masculino,10483.389047139543
502,Feminino,10258.6138330189
503,Masculino,2859.481562944261
503,Feminino,3043.5203186977087
504,Masculino,49662.45884790845
504,Feminino,56645.56435942311
505,Masculino,3762.1687295858565
505,Feminino,4170.832011404038
506,Masculino,14848.570432825316
506,Feminino,18412.42744781048
507,Masculino,9931.442061917936
507,Feminino,13393.561390234117
508,Masculino,70405.29066429836
508,Feminino,68447.69923683269
509,Masculino,2340.310560839726
509,Feminino,3164.688404873826
510,Masculino,0
510,Feminino,0
511,Masculino,16170.29203566675
511,Feminino,19945.698629300143
512,Masculino,28346.372521213798
512,Feminino,22210.617503615442
513,Masculino,1697.6183521013409
513,Feminino,1889.3824585196223
514,Masculino,54627.30914149399
514,Feminino,49998.68757158128
515,Masculino,60295.77429067657
515,Feminino,60525.233915008364
516,Masculino,64420.23949788738
516,Feminino,67187.73935073928
517,Masculino,8590.086916905844
517,Feminino,9516.916386894474
