COD_ZONA,TIPO_VIAGEM,QTD
200,Modo Motorizado,24350.515615909244
200,Modo Não Motorizado,28372.584177717057
201,Coletivo,39250.09063979494
201,Individual,32425.125743878067
201,Modo Motorizado,71675.216383673
201,Modo Não Motorizado,68080.59270135396
202,Coletivo,51317.70497460959
202,Individual,18324.696787709414
202,Modo Motorizado,69642.401762319
202,Modo Não Motorizado,25547.741402989708
203,Coletivo,29004.77392649804
203,Individual,9782.826126086755
203,Modo Motorizado,38787.60005258479
203,Modo Não Motorizado,31450.552005962007
204,Coletivo,52495.70305503876
204,Individual,31501.44243398651
204,Modo Motorizado,83997.14548902526
204,Modo Não Motorizado,84829.69304159534
205,Coletivo,46116.82743765139
205,Individual,28364.78820968119
205,Modo Motorizado,74481.61564733258
205,Modo Não Motorizado,72216.86469087563
206,Coletivo,41511.34058686004
206,Individual,30077.987520180803
206,Modo Motorizado,71589.32810704084
206,Modo Não Motorizado,29894.710309412927
207,Coletivo,35283.28646229263
207,Individual,23604.57778164991
207,Modo Motorizado,58887.86424394254
207,Modo Não Motorizado,71792.25580910408
208,Coletivo,36985.4783168553
208,Individual,36856.66010726201
208,Modo Motorizado,73842.13842411731
208,Modo Não Motorizado,26129.6722635725
209,Coletivo,25935.977567843154
209,Individual,33803.7018305292
209,Modo Motorizado,59739.679398372355
209,Modo Não Motorizado,21368.862424117353
210,Coletivo,29791.238072795793
210,Individual,41831.498235241495
210,Modo Motorizado,71622.73630803729
210,Modo Não Motorizado,20539.762530752345
211,Coletivo,44222.17664820916
211,Individual,41718.34649867251
211,Modo Motorizado,85940.52314688166
211,Modo Não Motorizado,24163.798285370685
212,Coletivo,14541.700879057733
212,Individual,16026.980525921328
212,Modo Motorizado,30568.681404979063
212,Modo Não Motorizado,23751.093164430793
213,Coletivo,35238.54677014559
213,Individual,26714.87057953736
213,Modo Motorizado,61953.41734968295
213,Modo Não Motorizado,24270.032244294383
214,Coletivo,23076.8202042079
214,Individual,11101.27773881549
214,Modo Motorizado,34178.097943023386
214,Modo Não Motorizado,16895.99498436667
215,Coletivo,21025.871571161057
215,Individual,32165.562547190475
215,Modo Motorizado,53191.434118351535
215,Modo Não Motorizado,20290.15325283908
216,Coletivo,23330.05680477622
216,Individual,24313.539892500936
216,Modo Motorizado,47643.59669727716
216,Modo Não Motorizado,21932.46663212675
217,Coletivo,18762.45154892073
217,Individual,19558.346630491844
217,Modo Motorizado,38320.79817941257
217,Modo Não Motorizado,25693.509249366572
218,Coletivo,50541.00192837809
218,Individual,33035.03483618443
218,Modo Motorizado,83576.03676456252
218,Modo Não Motorizado,51980.77906177354
219,Coletivo,29049.78124602283
219,Individual,32044.381326617902
219,Modo Motorizado,61094.16257264074
219,Modo Não Motorizado,31463.57049877305
220,Coletivo,23448.184057847204
220,Individual,15273.201788958411
220,Modo Motorizado,38721.38584680561
220,Modo Não Motorizado,24508.895236200806
221,Coletivo,32742.1595911781
221,Individual,34671.187796767095
221,Modo Motorizado,67413.34738794519
221,Modo Não Motorizado,22119.91854504509
222,Coletivo,25223.733253247876
222,Individual,32629.913758021314
222,Modo Motorizado,57853.64701126919
222,Modo Não Motorizado,20251.47436753176
223,Coletivo,16351.541849358042
223,Individual,16723.74628369289
223,Modo Motorizado,33075.28813305093
223,Modo Não Motorizado,8980.521297509198
224,Coletivo,5818.530466557993
224,Individual,3449.226214686844
224,Modo Motorizado,9267.756681244837
224,Modo Não Motorizado,3404.009053911479
225,Coletivo,21481.717773045224
225,Individual,10717.025796668264
225,Modo Motorizado,32198.743569713486
225,Modo Não Motorizado,20239.208055169707
226,Coletivo,58253.278919776334
226,Individual,46057.0104988711
226,Modo Motorizado,104310.28941864744
226,Modo Não Motorizado,71489.91492004962
227,Coletivo,45556.87536322886
227,Individual,28367.312802175027
227,Modo Motorizado,73924.18816540389
227,Modo Não Motorizado,17442.963295501133
228,Coletivo,22455.070519852085
228,Individual,14533.01069125806
228,Modo Motorizado,36988.08121111014
228,Modo Não Motorizado,22412.24007127548
229,Coletivo,111516.58577056907
229,Individual,38053.90990194267
229,Modo Motorizado,149570.49567251175
229,Modo Não Motorizado,96098.6727030606
230,Coletivo,54026.164294887756
230,Individual,20529.861606792725
230,Modo Motorizado,74556.02590168048
230,Modo Não Motorizado,46637.5514147452
231,Coletivo,26352.40820433719
231,Individual,7258.473225821151
231,Modo Motorizado,33610.88143015834
231,Modo Não Motorizado,16404.9195331795
232,Coletivo,32233.6020824988
232,Individual,13191.758201252898
232,Modo Motorizado,45425.360283751696
232,Modo Não Motorizado,29543.385734560958
233,Coletivo,36106.85293252702
233,Individual,13638.790202041904
233,Modo Motorizado,49745.64313456893
233,Modo Não Motorizado,44703.03144370307
234,Coletivo,31685.173234402708
234,Individual,20186.705514318397
234,Modo Motorizado,51871.87874872111
234,Modo Não Motorizado,53796.91609921053
235,Coletivo,35501.07749554378
235,Individual,26647.228599370657
235,Modo Motorizado,62148.30609491444
235,Modo Não Motorizado,39076.625795739805
236,Coletivo,15338.392732238426
236,Individual,13135.31769041532
236,Modo Motorizado,28473.71042265375
236,Modo Não Motorizado,13874.529948671125
237,Coletivo,18170.914890758362
237,Individual,19987.024105412525
237,Modo Motorizado,38157.93899617089
237,Modo Não Motorizado,9921.739192767016
238,Coletivo,17703.35064376306
238,Individual,16939.489660693165
238,Modo Motorizado,34642.84030445623
238,Modo Não Motorizado,8952.745813741085
239,Coletivo,33194.905537614104
239,Individual,33644.86933985279
239,Modo Motorizado,66839.7748774669
239,Modo Não Motorizado,14109.291516872696
240,Coletivo,20157.64001708362
240,Individual,20539.44387602602
240,Modo Motorizado,40697.08389310964
240,Modo Não Motorizado,15257.952440802426
241,Coletivo,12660.827579417575
241,Individual,9707.45995298736
241,Modo Motorizado,22368.287532404935
241,Modo Não Motorizado,7714.83581003156
242,Coletivo,24163.83584536779
242,Individual,9180.205795988237
242,Modo Motorizado,33344.04164135603
242,Modo Não Motorizado,19275.484576043502
243,Coletivo,24786.682558839082
243,Individual,25633.21011298934
243,Modo Motorizado,50419.89267182842
243,Modo Não Motorizado,43253.739402392166
244,Coletivo,36427.96571843945
244,Individual,25832.535215813787
244,Modo Motorizado,62260.50093425324
244,Modo Não Motorizado,48771.574231199535
245,Coletivo,11062.337565636057
245,Individual,7767.628492890723
245,Modo Motorizado,18829.966058526777
245,Modo Não Motorizado,13965.82088442195
246,Coletivo,23447.79791684366
246,Individual,13237.410519361722
246,Modo Motorizado,36685.20843620539
246,Modo Não Motorizado,10205.17877399238
247,Coletivo,71495.8457830181
247,Individual,50186.867013682764
247,Modo Motorizado,121682.71279670086
247,Modo Não Motorizado,77677.9315424408
248,Coletivo,1514.1639250689273
248,Individual,4109.206100222686
248,Modo Motorizado,5623.370025291613
248,Modo Não Motorizado,359.2252408951388
249,Coletivo,19226.7690488152
249,Individual,24604.326919348438
249,Modo Motorizado,43831.09596816364
249,Modo Não Motorizado,20897.904681645774
250,Coletivo,15482.286471625212
250,Individual,18843.893062826635
250,Modo Motorizado,34326.17953445185
250,Modo Não Motorizado,12092.880615955968
251,Coletivo,15849.32747227978
251,Individual,15683.872217498243
251,Modo Motorizado,31533.199689778023
251,Modo Não Motorizado,6944.7535138044605
252,Coletivo,15666.67883867864
252,Individual,11620.391259035207
252,Modo Motorizado,27287.070097713848
252,Modo Não Motorizado,17661.235878822572
253,Coletivo,6740.933824699868
253,Individual,3430.0953311430103
253,Modo Motorizado,10171.029155842878
253,Modo Não Motorizado,3050.3013827861478
254,Coletivo,49972.78535572099
254,Individual,37298.49526372053
254,Modo Motorizado,87271.28061944152
254,Modo Não Motorizado,17898.87820055666
255,Coletivo,26176.779810477903
255,Individual,61645.623433317334
255,Modo Motorizado,87822.40324379524
255,Modo Não Motorizado,41937.78280248867
256,Coletivo,19420.055586579132
256,Individual,15476.626604643847
256,Modo Motorizado,34896.68219122298
256,Modo Não Motorizado,8443.474135814942
257,Coletivo,19103.62702650036
257,Individual,23546.680233357554
257,Modo Motorizado,42650.30725985792
257,Modo Não Motorizado,17522.649948549402
258,Coletivo,43386.069545356746
258,Individual,26721.219283536913
258,Modo Motorizado,70107.28882889365
258,Modo Não Motorizado,24451.96188492727
259,Coletivo,16384.52286945848
259,Individual,12797.532051219847
259,Modo Motorizado,29182.054920678325
259,Modo Não Motorizado,19550.272709677316
260,Coletivo,21973.907372089314
260,Individual,9116.504011979841
260,Modo Motorizado,31090.411384069157
260,Modo Não Motorizado,25878.931924445675
261,Coletivo,34177.06292817949
261,Individual,27488.747373599563
261,Modo Motorizado,61665.810301779056
261,Modo Não Motorizado,22804.170102570846
262,Coletivo,35251.575408662706
262,Individual,36082.36578383162
262,Modo Motorizado,71333.94119249433
262,Modo Não Motorizado,43038.183058751994
263,Coletivo,42049.61416034818
263,Individual,24953.90073179264
263,Modo Motorizado,67003.51489214083
263,Modo Não Motorizado,49245.607801456725
264,Coletivo,46736.260228932755
264,Individual,25888.30800252344
264,Modo Motorizado,72624.5682314562
264,Modo Não Motorizado,35553.87086791551
265,Coletivo,29913.704345662543
265,Individual,32100.807461520413
265,Modo Motorizado,62014.51180718296
265,Modo Não Motorizado,37922.24730111286
266,Coletivo,6369.23233661296
266,Individual,8178.208809476982
266,Modo Motorizado,14547.441146089943
266,Modo Não Motorizado,7581.17524420059
267,Coletivo,19764.51159313343
267,Individual,15891.23822155989
267,Modo Motorizado,35655.74981469332
267,Modo Não Motorizado,19004.574030439435
268,Coletivo,12900.220957829613
268,Individual,18364.817223468555
268,Modo Motorizado,31265.03818129817
268,Modo Não Motorizado,8520.0522202677
269,Coletivo,23295.12084596718
269,Individual,27440.479237627067
269,Modo Motorizado,50735.60008359425
269,Modo Não Motorizado,16286.80642049534
270,Coletivo,8486.48411109835
270,Individual,13776.019620550996
270,Modo Motorizado,22262.503731649347
270,Modo Não Motorizado,5261.276792165695
271,Coletivo,7546.540252351856
271,Individual,13947.66873893762
271,Modo Motorizado,21494.208991289477
271,Modo Não Motorizado,1302.1656763912754
272,Coletivo,11766.826664156662
272,Individual,21065.233448311094
272,Modo Motorizado,32832.060112467756
272,Modo Não Motorizado,8447.71690817073
273,Coletivo,39404.737927978
273,Individual,45357.24739764562
273,Modo Motorizado,84761.98532562362
273,Modo Não Motorizado,33678.531447722555
274,Coletivo,50134.60999887251
274,Individual,43101.45169651092
274,Modo Motorizado,93236.06169538343
274,Modo Não Motorizado,42689.480950655125
275,Coletivo,42547.885578607515
275,Individual,34913.170940894604
275,Modo Motorizado,77461.05651950212
275,Modo Não Motorizado,35718.058197458515
276,Coletivo,54959.85969918562
276,Individual,61959.73775398574
276,Modo Motorizado,116919.59745317136
276,Modo Não Motorizado,43022.380750243945
277,Coletivo,35041.84598514181
277,Individual,45955.73412630246
277,Modo Motorizado,80997.58011144426
277,Modo Não Motorizado,43164.42433603811
278,Coletivo,69162.17007638235
278,Individual,47042.8666201966
278,Modo Motorizado,116205.03669657894
278,Modo Não Motorizado,93472.82958914655
279,Coletivo,43859.96090783854
279,Individual,14001.841052805876
279,Modo Motorizado,57861.801960644414
279,Modo Não Motorizado,44159.534362338825
280,Coletivo,40529.873829849326
280,Individual,24371.469308252766
280,Modo Motorizado,64901.34313810209
280,Modo Não Motorizado,13593.194921917444
281,Coletivo,30806.771603250454
281,Individual,38066.3998444932
281,Modo Motorizado,68873.17144774366
281,Modo Não Motorizado,16146.083660495127
282,Coletivo,27288.864130014885
282,Individual,35810.93698186879
282,Modo Motorizado,63099.80111188367
282,Modo Não Motorizado,23788.471321982477
283,Coletivo,7448.144446394959
283,Individual,6235.769082746723
283,Modo Motorizado,13683.913529141682
283,Modo Não Motorizado,5518.411147196532
284,Coletivo,37542.87404409862
284,Individual,18594.79989569438
284,Modo Motorizado,56137.67393979301
284,Modo Não Motorizado,25836.17970884714
285,Coletivo,50090.09562016595
285,Individual,44648.51014309608
285,Modo Motorizado,94738.60576326202
285,Modo Não Motorizado,74876.47990246279
286,Coletivo,25695.956350287554
286,Individual,19787.363245849985
286,Modo Motorizado,45483.31959613754
286,Modo Não Motorizado,5377.773064027393
287,Coletivo,22023.66333018493
287,Individual,29119.89535441619
287,Modo Motorizado,51143.558684601114
287,Modo Não Motorizado,19599.609007988038
288,Coletivo,27060.722989011287
288,Individual,10488.79230783175
288,Modo Motorizado,37549.515296843034
288,Modo Não Motorizado,12285.223832374573
289,Coletivo,40388.268740947926
289,Individual,22142.18894825645
289,Modo Motorizado,62530.45768920438
289,Modo Não Motorizado,32283.863293786468
290,Coletivo,34716.13565174658
290,Individual,16809.11369984673
290,Modo Motorizado,51525.24935159332
290,Modo Não Motorizado,38359.28915399815
291,Coletivo,52270.93835584488
291,Individual,46386.41473580162
291,Modo Motorizado,98657.35309164651
291,Modo Não Motorizado,34541.522198477614
292,Coletivo,34617.85198468703
292,Individual,31264.243740050955
292,Modo Motorizado,65882.09572473798
292,Modo Não Motorizado,34577.53147584088
293,Coletivo,69232.71329026451
293,Individual,24097.098583034094
293,Modo Motorizado,93329.8118732986
293,Modo Não Motorizado,52772.715262165366
294,Coletivo,72792.13931941974
294,Individual,12486.660764589064
294,Modo Motorizado,85278.8000840088
294,Modo Não Motorizado,84813.24374645088
295,Coletivo,73270.60080116708
295,Individual,37119.8633061381
295,Modo Motorizado,110390.46410730518
295,Modo Não Motorizado,59071.939858690224
296,Coletivo,5009.651934012294
296,Individual,2907.605787954804
296,Modo Motorizado,7917.257721967098
296,Modo Não Motorizado,1127.916795309292
297,Coletivo,2025.4946435297377
297,Individual,1406.1867793711392
297,Modo Motorizado,3431.681422900877
297,Modo Não Motorizado,666.6210616378773
298,Coletivo,94124.804034734
298,Individual,35187.822930694536
298,Modo Motorizado,129312.62696542853
298,Modo Não Motorizado,91110.89845033096
299,Coletivo,5824.968412388572
299,Individual,2173.241575541728
299,Modo Motorizado,7998.2099879303
299,Modo Não Motorizado,2430.7945605551463
300,Coletivo,108576.16756538585
300,Individual,98191.74112304268
300,Modo Motorizado,206767.90868842852
300,Modo Não Motorizado,62029.62145783815
301,Coletivo,21540.85780884883
301,Individual,24335.32195449926
301,Modo Motorizado,45876.17976334809
301,Modo Não Motorizado,4510.168763669993
302,Coletivo,69378.03507690338
302,Individual,33482.27215595147
302,Modo Motorizado,102860.30723285486
302,Modo Não Motorizado,16677.341478071197
303,Coletivo,83482.47026804267
303,Individual,32108.54906463294
303,Modo Motorizado,115591.01933267561
303,Modo Não Motorizado,15780.679998784988
304,Coletivo,61554.71835137614
304,Individual,36340.665089082366
304,Modo Motorizado,97895.3834404585
304,Modo Não Motorizado,65044.88021536934
305,Coletivo,82733.75474113655
305,Individual,35817.989472155125
305,Modo Motorizado,118551.74421329168
305,Modo Não Motorizado,89040.16910616287
306,Coletivo,41851.793558364916
306,Individual,12162.160000359285
306,Modo Motorizado,54013.9535587242
306,Modo Não Motorizado,46699.48988442948
307,Coletivo,73557.71536906905
307,Individual,22792.582654371185
307,Modo Motorizado,96350.29802344023
307,Modo Não Motorizado,50117.77076863916
308,Coletivo,23412.336118038038
308,Individual,5256.7061844347945
308,Modo Motorizado,28669.042302472833
308,Modo Não Motorizado,32151.042112502822
309,Coletivo,41676.58586090312
309,Individual,12204.554226861585
309,Modo Motorizado,53881.1400877647
309,Modo Não Motorizado,24558.62930167844
310,Coletivo,12405.325351124695
310,Individual,6118.64230123044
310,Modo Motorizado,18523.967652355135
310,Modo Não Motorizado,10208.705230166646
311,Coletivo,65185.24137327253
311,Individual,30646.528536000453
311,Modo Motorizado,95831.76990927299
311,Modo Não Motorizado,54374.07469162462
312,Coletivo,34524.797830593816
312,Individual,32934.26681694951
312,Modo Motorizado,67459.06464754333
312,Modo Não Motorizado,26524.116744366667
313,Coletivo,16700.279840836134
313,Individual,10939.910696404886
313,Modo Motorizado,27640.19053724102
313,Modo Não Motorizado,17666.629561829814
314,Coletivo,89469.66520897251
314,Individual,27785.791300487614
314,Modo Motorizado,117255.45650946013
314,Modo Não Motorizado,69050.86018136717
315,Coletivo,71357.98685991183
315,Individual,25844.3139175125
315,Modo Motorizado,97202.30077742433
315,Modo Não Motorizado,77869.32471331126
316,Coletivo,15465.67788873363
316,Individual,25941.54421754428
316,Modo Motorizado,41407.22210627791
316,Modo Não Motorizado,5593.743961214971
317,Coletivo,7486.649382478787
317,Individual,10079.102480214224
317,Modo Motorizado,17565.75186269301
317,Modo Não Motorizado,802.589289005419
318,Coletivo,19354.27610560945
318,Individual,17499.272056880858
318,Modo Motorizado,36853.548162490304
318,Modo Não Motorizado,10977.715428491458
319,Coletivo,18085.39487570594
319,Individual,16579.51475868618
319,Modo Motorizado,34664.90963439212
319,Modo Não Motorizado,5188.282073308877
320,Coletivo,33487.136387762825
320,Individual,15612.535561273804
320,Modo Motorizado,49099.67194903663
320,Modo Não Motorizado,51166.421430019946
321,Coletivo,28916.20263179569
321,Individual,45147.92990072951
321,Modo Motorizado,74064.1325325252
321,Modo Não Motorizado,25967.254257064153
322,Coletivo,29232.273618543975
322,Individual,37740.41894347564
322,Modo Motorizado,66972.69256201961
322,Modo Não Motorizado,16476.53502772564
323,Coletivo,42932.41335888889
323,Individual,23457.35776585864
323,Modo Motorizado,66389.77112474752
323,Modo Não Motorizado,30003.898716244537
324,Coletivo,50795.01745640658
324,Individual,17773.048875453387
324,Modo Motorizado,68568.06633185997
324,Modo Não Motorizado,28986.282566189362
325,Coletivo,25942.93376713131
325,Individual,30361.808020193163
325,Modo Motorizado,56304.74178732447
325,Modo Não Motorizado,31618.29010968108
326,Coletivo,29165.05800165559
326,Individual,24413.26202191711
326,Modo Motorizado,53578.3200235727
326,Modo Não Motorizado,12375.260831789337
327,Coletivo,8062.469513135214
327,Individual,15607.421241079799
327,Modo Motorizado,23669.890754215012
327,Modo Não Motorizado,7946.270638689351
328,Coletivo,17221.11290106127
328,Individual,25924.310899470376
328,Modo Motorizado,43145.423800531644
328,Modo Não Motorizado,8481.498735434132
329,Coletivo,25437.627640270697
329,Individual,46682.344370697414
329,Modo Motorizado,72119.97201096811
329,Modo Não Motorizado,17785.674483230043
330,Coletivo,19661.29698421035
330,Individual,29835.051760421837
330,Modo Motorizado,49496.34874463218
330,Modo Não Motorizado,13938.055311065576
331,Coletivo,27899.716227042285
331,Individual,24284.21811937613
331,Modo Motorizado,52183.93434641842
331,Modo Não Motorizado,18017.79177474759
332,Coletivo,23922.950328804764
332,Individual,21342.521382416162
332,Modo Motorizado,45265.471711220925
332,Modo Não Motorizado,36397.71899765271
333,Coletivo,15054.343386622488
333,Individual,10774.31823810662
333,Modo Motorizado,25828.66162472911
333,Modo Não Motorizado,8660.617775281515
334,Coletivo,21054.002534092142
334,Individual,29223.74123442512
334,Modo Motorizado,50277.74376851726
334,Modo Não Motorizado,17911.654261905413
335,Coletivo,21090.55607991694
335,Individual,23314.33105339096
335,Modo Motorizado,44404.8871333079
335,Modo Não Motorizado,24367.183343929584
336,Coletivo,30565.915835195075
336,Individual,15800.625562832316
336,Modo Motorizado,46366.54139802739
336,Modo Não Motorizado,14394.619038765644
337,Coletivo,21712.400659798765
337,Individual,21189.722846285145
337,Modo Motorizado,42902.12350608391
337,Modo Não Motorizado,9409.822174706056
338,Coletivo,26184.466211716775
338,Individual,20491.234984480958
338,Modo Motorizado,46675.70119619773
338,Modo Não Motorizado,24766.999712527428
339,Coletivo,46394.741353813566
339,Individual,34519.65938747503
339,Modo Motorizado,80914.4007412886
339,Modo Não Motorizado,8789.161143731584
340,Coletivo,16889.66399402669
340,Individual,18599.669117143363
340,Modo Motorizado,35489.33311117005
340,Modo Não Motorizado,4016.6072598316523
341,Coletivo,8239.71065010278
341,Individual,14439.197991552403
341,Modo Motorizado,22678.90864165518
341,Modo Não Motorizado,7336.769868965333
342,Coletivo,20112.13322815096
342,Individual,32637.317492907863
342,Modo Motorizado,52749.45072105882
342,Modo Não Motorizado,16910.758983371386
343,Coletivo,1179.1714019850904
343,Individual,1958.7972794085842
343,Modo Motorizado,3137.9686813936746
343,Modo Não Motorizado,661.4672031877974
344,Coletivo,37216.14145285807
344,Individual,39526.34756411339
344,Modo Motorizado,76742.48901697146
344,Modo Não Motorizado,32461.356919307927
345,Coletivo,12243.397375085035
345,Individual,8560.164075108278
345,Modo Motorizado,20803.561450193312
345,Modo Não Motorizado,17870.158914896376
346,Coletivo,0
346,Individual,124.9083550802389
346,Modo Motorizado,124.9083550802389
346,Modo Não Motorizado,0
347,Coletivo,40084.70204383968
347,Individual,27066.659160893614
347,Modo Motorizado,67151.36120473329
347,Modo Não Motorizado,51081.1904424377
348,Coletivo,3629.826880334495
348,Individual,2665.6041939671295
348,Modo Motorizado,6295.431074301625
348,Modo Não Motorizado,2854.12446484443
349,Coletivo,0
349,Individual,292.31016966941223
349,Modo Motorizado,292.31016966941223
349,Modo Não Motorizado,0
350,Coletivo,26851.19687498032
350,Individual,12816.213805046258
350,Modo Motorizado,39667.41068002658
350,Modo Não Motorizado,25293.536497749203
351,Coletivo,46165.84941313244
351,Individual,26725.656745848642
351,Modo Motorizado,72891.50615898108
351,Modo Não Motorizado,44225.50285332821
352,Coletivo,1882.3814793779616
352,Individual,4525.529444268323
352,Modo Motorizado,6407.910923646285
352,Modo Não Motorizado,425.01686568909037
353,Coletivo,378.79517236044063
353,Individual,0
353,Modo Motorizado,378.79517236044063
353,Modo Não Motorizado,0
354,Coletivo,0
354,Individual,492.59609863247334
354,Modo Motorizado,492.59609863247334
354,Modo Não Motorizado,0
355,Coletivo,25573.661143681566
355,Individual,19897.02583357426
355,Modo Motorizado,45470.68697725583
355,Modo Não Motorizado,42332.86990538857
356,Coletivo,44687.467027704355
356,Individual,15409.74167926166
356,Modo Motorizado,60097.20870696602
356,Modo Não Motorizado,71536.04162203858
357,Coletivo,1421.128167358393
357,Individual,627.5930785935276
357,Modo Motorizado,2048.7212459519205
357,Modo Não Motorizado,2745.521398606784
358,Coletivo,13183.660599170173
358,Individual,21623.020734011545
358,Modo Motorizado,34806.68133318172
358,Modo Não Motorizado,20478.200399062636
359,Coletivo,5546.002800090822
359,Individual,11295.626662078055
359,Modo Motorizado,16841.62946216888
359,Modo Não Motorizado,7714.595422286236
360,Coletivo,8861.303644631531
360,Individual,6422.461144770099
360,Modo Motorizado,15283.76478940163
360,Modo Não Motorizado,11921.410865278654
361,Coletivo,5974.783144019542
361,Individual,3979.186323925822
361,Modo Motorizado,9953.969467945364
361,Modo Não Motorizado,6387.459550518836
362,Coletivo,55900.647173029414
362,Individual,47516.71089106708
362,Modo Motorizado,103417.3580640965
362,Modo Não Motorizado,18186.069623478754
363,Coletivo,36951.001128553806
363,Individual,55751.08736152845
363,Modo Motorizado,92702.08849008226
363,Modo Não Motorizado,34761.41036457677
364,Coletivo,16864.240524662862
364,Individual,14413.623311424077
364,Modo Motorizado,31277.863836086937
364,Modo Não Motorizado,11246.546682817978
365,Coletivo,13020.484950849699
365,Individual,8661.448806758319
365,Modo Motorizado,21681.933757608018
365,Modo Não Motorizado,4106.084990816039
366,Coletivo,32999.141191859504
366,Individual,44022.078660502186
366,Modo Motorizado,77021.21985236168
366,Modo Não Motorizado,20888.24036648255
367,Coletivo,13459.967810200422
367,Individual,20116.12390725947
367,Modo Motorizado,33576.09171745989
367,Modo Não Motorizado,16734.099205824277
368,Coletivo,21445.482255640978
368,Individual,32939.51880789422
368,Modo Motorizado,54385.0010635352
368,Modo Não Motorizado,38488.57919812909
369,Coletivo,33468.02090871165
369,Individual,46479.406976124126
369,Modo Motorizado,79947.42788483578
369,Modo Não Motorizado,34905.55860946755
370,Coletivo,52364.63282893525
370,Individual,69883.32568699865
370,Modo Motorizado,122247.9585159339
370,Modo Não Motorizado,38502.150455343544
371,Coletivo,26597.407884489614
371,Individual,44745.26795335938
371,Modo Motorizado,71342.67583784899
371,Modo Não Motorizado,34352.802436260616
372,Coletivo,38815.678536642044
372,Individual,32263.657623365732
372,Modo Motorizado,71079.33616000778
372,Modo Não Motorizado,31290.368157677935
373,Coletivo,38349.91432534884
373,Individual,62506.33127474521
373,Modo Motorizado,100856.24560009404
373,Modo Não Motorizado,43985.46803641998
374,Coletivo,20304.70516173064
374,Individual,20183.492158415775
374,Modo Motorizado,40488.19732014641
374,Modo Não Motorizado,427.53641298268496
375,Coletivo,40768.85698942099
375,Individual,34752.31624886301
375,Modo Motorizado,75521.173238284
375,Modo Não Motorizado,52457.745671062374
376,Coletivo,21331.058562841587
376,Individual,25362.15428606875
376,Modo Motorizado,46693.212848910334
376,Modo Não Motorizado,45756.64621118641
377,Coletivo,88929.6777220481
377,Individual,100621.68204015837
377,Modo Motorizado,189551.35976220647
377,Modo Não Motorizado,175189.30707263458
378,Coletivo,47244.23078418999
378,Individual,35542.85345683075
378,Modo Motorizado,82787.08424102074
378,Modo Não Motorizado,50629.59103985211
379,Coletivo,21970.30984727541
379,Individual,28463.96636795413
379,Modo Motorizado,50434.27621522954
379,Modo Não Motorizado,40707.22318846233
380,Coletivo,54969.79182454334
380,Individual,18279.988257419052
380,Modo Motorizado,73249.7800819624
380,Modo Não Motorizado,63940.73962800577
381,Coletivo,0
381,Individual,0
381,Modo Motorizado,0
381,Modo Não Motorizado,0
382,Coletivo,60078.97298016331
382,Individual,47051.74572940951
382,Modo Motorizado,107130.71870957281
382,Modo Não Motorizado,70910.76013395745
383,Coletivo,36558.184185274375
383,Individual,17113.563638430653
383,Modo Motorizado,53671.74782370502
383,Modo Não Motorizado,56246.85143224293
384,Coletivo,14928.260812243752
384,Individual,10445.032861449046
384,Modo Motorizado,25373.2936736928
384,Modo Não Motorizado,24536.848962659846
385,Coletivo,0
385,Individual,512.22928146433
385,Modo Motorizado,512.22928146433
385,Modo Não Motorizado,331.61414276298257
386,Coletivo,2703.3075237265166
386,Individual,2838.706636297795
386,Modo Motorizado,5542.014160024311
386,Modo Não Motorizado,4487.453366300571
387,Coletivo,40900.15644238517
387,Individual,34414.84997174129
387,Modo Motorizado,75315.00641412646
387,Modo Não Motorizado,56215.27195980694
388,Coletivo,2829.8832955085772
388,Individual,3566.5987244495004
388,Modo Motorizado,6396.482019958077
388,Modo Não Motorizado,3575.942245705483
389,Coletivo,15824.774824560574
389,Individual,23808.401037185515
389,Modo Motorizado,39633.17586174609
389,Modo Não Motorizado,36716.75605645937
390,Coletivo,4940.219584269167
390,Individual,6986.278337457257
390,Modo Motorizado,11926.497921726424
390,Modo Não Motorizado,4457.168067176747
391,Coletivo,42926.793916568226
391,Individual,29328.89508841722
391,Modo Motorizado,72255.68900498544
391,Modo Não Motorizado,36880.56166131281
392,Coletivo,977.5650447747068
392,Individual,0
392,Modo Motorizado,977.5650447747068
392,Modo Não Motorizado,0
393,Coletivo,40284.52469491506
393,Individual,40362.91189737671
393,Modo Motorizado,80647.43659229178
393,Modo Não Motorizado,64357.63192336973
394,Coletivo,9357.386551170004
394,Individual,7468.438433220578
394,Modo Motorizado,16825.824984390583
394,Modo Não Motorizado,17437.182645419918
395,Coletivo,47625.82721168232
395,Individual,34480.336587377926
395,Modo Motorizado,82106.16379906025
395,Modo Não Motorizado,65623.92269628405
396,Coletivo,44625.543444466595
396,Individual,59359.03115419572
396,Modo Motorizado,103984.57459866232
396,Modo Não Motorizado,87448.05818761601
397,Coletivo,42966.65936699632
397,Individual,23093.275490748358
397,Modo Motorizado,66059.93485774468
397,Modo Não Motorizado,51312.24561247269
398,Coletivo,28711.15170030307
398,Individual,48550.639564144454
398,Modo Motorizado,77261.79126444753
398,Modo Não Motorizado,74015.98901711691
399,Coletivo,30028.58931633822
399,Individual,11870.10587236208
399,Modo Motorizado,41898.6951887003
399,Modo Não Motorizado,36486.10048846381
400,Coletivo,49633.71741946055
400,Individual,32873.425530214925
400,Modo Motorizado,82507.14294967547
400,Modo Não Motorizado,81898.15001124184
