COD_ZONA,NUMERO_AUTOMOVEIS,QTD
475,Nenhum Automóvel,4011.2198978413944
475,1 Automóvel,4756.484115779753
475,2 Automóveis,1199.2959863788526
475,3 Automóveis ou Mais,0
475,...6,9967
476,Nenhum Automóvel,13650.16185580621
476,1 Automóvel,11433.011508791167
476,2 Automóveis,2036.8266354026305
476,3 Automóveis ou Mais,0
476,...6,27120.000000000007
477,Nenhum Automóvel,4422.999999999999
477,1 Automóvel,6376.919999999997
477,2 Automóveis,3466.16
477,3 Automóveis ou Mais,1314.12
477,...6,15580.199999999995
478,Nenhum Automóvel,0
478,1 Automóvel,0
478,2 Automóveis,0
478,3 Automóveis ou Mais,0
478,...6,0
479,Nenhum Automóvel,0
479,1 Automóvel,0
479,2 Automóveis,0
479,3 Automóveis ou Mais,0
479,...6,0
480,Nenhum Automóvel,7033.291571658228
480,1 Automóvel,5194.513330720248
480,2 Automóveis,1194.1950976215228
480,3 Automóveis ou Mais,0
480,...6,13422
481,Nenhum Automóvel,8631.424848315128
481,1 Automóvel,10529.665565201152
481,2 Automóveis,1478.9095864837113
481,3 Automóveis ou Mais,0
481,...6,20639.99999999999
482,Nenhum Automóvel,3505.7140629686924
482,1 Automóvel,2696.336592348837
482,2 Automóveis,151.94934468246873
482,3 Automóveis ou Mais,0
482,...6,6353.999999999998
483,Nenhum Automóvel,389.50629921259844
483,1 Automóvel,317.2488188976378
483,2 Automóveis,5.130708661417323
483,3 Automóveis ou Mais,374.11417322834643
483,...6,1086
484,Nenhum Automóvel,23948.559600579054
484,1 Automóvel,17787.247025196877
484,2 Automóveis,853.8765537381016
484,3 Automóveis ou Mais,204.2935646719965
484,...6,42793.97674418604
485,Nenhum Automóvel,16420.02139594986
485,1 Automóvel,20710.00536427882
485,2 Automóveis,1477.2232397713115
485,3 Automóveis ou Mais,0
485,...6,38607.249999999985
486,Nenhum Automóvel,11419.142857142857
486,1 Automóvel,8697.190476190477
486,2 Automóveis,1874.6666666666665
486,3 Automóveis ou Mais,0
486,...6,21991.000000000004
487,Nenhum Automóvel,4232.333589471986
487,1 Automóvel,5745.745724652364
487,2 Automóveis,747.7229045036536
487,3 Automóveis ou Mais,322.2718554460708
487,...6,11048.074074074071
488,Nenhum Automóvel,4889.488814825125
488,1 Automóvel,6006.516654132448
488,2 Automóveis,1827.5119550957506
488,3 Automóveis ou Mais,460.4825759466759
488,...6,13184
489,Nenhum Automóvel,577.2483155270312
489,1 Automóvel,998.8043083469522
489,2 Automóveis,115.07018143134597
489,3 Automóveis ou Mais,32.87719469467028
489,...6,1723.9999999999998
490,Nenhum Automóvel,1393.5999999999995
490,1 Automóvel,2727.199999999999
490,2 Automóveis,273.2
490,3 Automóveis ou Mais,0
490,...6,4393.999999999998
491,Nenhum Automóvel,3048.6854446418683
491,1 Automóvel,6192.069995048207
491,2 Automóveis,1373.9215286475778
491,3 Automóveis ou Mais,1985.3230316623458
491,...6,12599.999999999996
492,Nenhum Automóvel,6466.815433782112
492,1 Automóvel,11513.905403513252
492,2 Automóveis,2359.7536643428493
492,3 Automóveis ou Mais,993.5254983617796
492,...6,21333.999999999993
493,Nenhum Automóvel,3586.67142857143
493,1 Automóvel,5137.485714285715
493,2 Automóveis,426.84285714285716
493,3 Automóveis ou Mais,0
493,...6,9151.000000000004
494,Nenhum Automóvel,8080.939134652984
494,1 Automóvel,10591.957136275943
494,2 Automóveis,1806.78870670618
494,3 Automóveis ou Mais,379.64835569822264
494,...6,20859.33333333333
495,Nenhum Automóvel,16856.760591119277
495,1 Automóvel,18378.19571988993
495,2 Automóveis,3331.061805894707
495,3 Automóveis ou Mais,260.98188309608884
495,...6,38827
496,Nenhum Automóvel,8632.314565374194
496,1 Automóvel,13625.907539686645
496,2 Automóveis,1702.7778949391657
496,3 Automóveis ou Mais,0
496,...6,23961.000000000004
497,Nenhum Automóvel,1665.155190420475
497,1 Automóvel,2192.7014096954053
497,2 Automóveis,435.31987047235293
497,3 Automóveis ou Mais,0
497,...6,4293.176470588233
498,Nenhum Automóvel,2070.552060100916
498,1 Automóvel,1624.4106160919268
498,2 Automóveis,419.03732380715854
498,3 Automóveis ou Mais,0
498,...6,4114.000000000002
499,Nenhum Automóvel,21561.646918696228
499,1 Automóvel,16707.54498827955
499,2 Automóveis,4210.687710914407
499,3 Automóveis ou Mais,0
499,...6,42479.87961789018
500,Nenhum Automóvel,9328.235231426475
500,1 Automóvel,6998.170912603184
500,2 Automóveis,399.90006246096186
500,3 Automóveis ou Mais,41.884269699858635
500,...6,16768.19047619048
501,Nenhum Automóvel,7495.3434343434365
501,1 Automóvel,7705.434343434344
501,2 Automóveis,1548.8888888888887
501,3 Automóveis ou Mais,388.3333333333333
501,...6,17138.000000000004
502,Nenhum Automóvel,2944.345454545455
502,1 Automóvel,3214.654545454546
502,2 Automóveis,436.3545454545455
502,3 Automóveis ou Mais,0
502,...6,6595.354545454547
503,Nenhum Automóvel,706.2195231668916
503,1 Automóvel,1081.4484930274402
503,2 Automóveis,223.33198380566802
503,3 Automóveis ou Mais,0
503,...6,2010.9999999999998
504,Nenhum Automóvel,17119.532543280424
504,1 Automóvel,16233.358603889832
504,2 Automóveis,2641.108852829738
504,3 Automóveis ou Mais,0
504,...6,35994
505,Nenhum Automóvel,295.00660326086967
505,1 Automóvel,782.9215217391304
505,2 Automóveis,1049.6066847826091
505,3 Automóveis ou Mais,468.76519021739136
505,...6,2596.3
506,Nenhum Automóvel,1857.3383448725085
506,1 Automóvel,6624.118581679503
506,2 Automóveis,1848.4422571257476
506,3 Automóveis ou Mais,684.1008163222425
506,...6,11014.000000000002
507,Nenhum Automóvel,2032.5085100562599
507,1 Automóvel,3005.4178786176712
507,2 Automóveis,1678.3592889324843
507,3 Automóveis ou Mais,816.7513594306201
507,...6,7533.037037037036
508,Nenhum Automóvel,16553.25722500171
508,1 Automóvel,22669.65078007504
508,2 Automóveis,3688.986285898454
508,3 Automóveis ou Mais,814.1057090247831
508,...6,43725.99999999999
509,Nenhum Automóvel,862.5555555555555
509,1 Automóvel,837.4444444444446
509,2 Automóveis,0
509,3 Automóveis ou Mais,0
509,...6,1700
510,Nenhum Automóvel,0
510,1 Automóvel,0
510,2 Automóveis,0
510,3 Automóveis ou Mais,0
510,...6,0
511,Nenhum Automóvel,4605.2770562770575
511,1 Automóvel,6108.48484848485
511,2 Automóveis,0
511,3 Automóveis ou Mais,117.23809523809524
511,...6,10831.000000000004
512,Nenhum Automóvel,4714.244800555966
512,1 Automóvel,8919.002934689948
512,2 Automóveis,1875.1651478943472
512,3 Automóveis ou Mais,254.58711685973788
512,...6,15763
513,Nenhum Automóvel,355.7572731811374
513,1 Automóvel,319.3754822311986
513,2 Automóveis,441.31983842418185
513,3 Automóveis ou Mais,83.54740616348205
513,...6,1199.9999999999998
514,Nenhum Automóvel,17866.098667502927
514,1 Automóvel,14702.464407170943
514,2 Automóveis,867.4369253261458
514,3 Automóveis ou Mais,0
514,...6,33436.000000000015
515,Nenhum Automóvel,17220.163779407452
515,1 Automóvel,20177.80687472077
515,2 Automóveis,681.0293458717877
515,3 Automóveis ou Mais,0
515,...6,38079.00000000001
516,Nenhum Automóvel,11696.092593849335
516,1 Automóvel,20148.932627765284
516,2 Automóveis,8550.451170404918
516,3 Automóveis ou Mais,1468.523607980447
516,...6,41863.999999999985
517,Nenhum Automóvel,2958.59375
517,1 Automóvel,2517.375
517,2 Automóveis,138.03125
517,3 Automóveis ou Mais,0
517,...6,5614
